eclair,53
eddie,2
edging,266
education,58804
educations,392
eerie,774
eerily,141
eight,17472
eighteen,1479
eighth,2414
eighties,1441
eighty,753
either,192197
electric,19673
electrician,359
electricity,5016
elizabeth,2
embarrassing,2279
embracing,678
embroider,43
embroidered,359
embroidery,927
emergencies,989
emerging,5799
emptied,724
empties,251
emptying,409
enchanting,240
encouraging,4270
encyclopedia,4637
encyclopedias,339
ending,14132
enemies,9066
energetic,1993
engaging,3094
engine,39579
engineer,47392
engineering,70440
engineers,24714
engines,10522
english,2
enjoying,6714
enrolling,279
entering,8871
entertain,2533
entertained,1119
entertaining,5314
enthusiastic,2610
enthusiastically,886
entire,62547
entirely,26381
entirety,3029
envied,232
envious,602
enviously,41
environmental,19352
epilogue,484
equipment,51534
erasing,527
escaping,1444
especially,94106
evening,18927
evenings,3043
everything,112575
evil,43738
evils,1602
exacting,407
examine,8400
examined,4427
examines,1082
examining,3056
excepting,703
exchanging,2150
excite,790
excited,8344
excitedly,383
excitement,5309
exciting,14497
exclaim,272
exclaimed,1469
exclaiming,98
exclaims,221
exclamation,732
exclamations,68
exercise,19540
exercised,1266
exercises,5460
exercising,2025
exerting,373
exhausting,445
exhibit,5307
exhibited,1165
exhibiting,747
exhibits,2035
exist,48162
existed,9328
existing,31567
exists,27341
exit,25631
exits,2398
expecting,8852
expensive,36399
experience,234640
experienced,29906
experiences,25258
experiencing,5836
explain,43652
explained,16267
explaining,7552
explains,10433
exploration,4289
explorations,442
exploring,4720
explosion,5869
exposing,2631
expressing,4484
expression,17561
expressions,4580
exquisite,1181
extraordinary,4020
eyelid,251
eyelids,627
facing,9029
factories,3480
fading,1505
fail,18680
failed,27281
failing,6422
fails,12960
faint,2515
fainted,381
fair,45323
fairies,487
fairly,38994
fairy,2346
falling,13326
familiar,26895
families,18153
family,88712
fancies,202
fanning,365
fantastic,10815
faring,127
farming,2129
farthing,99
fascinate,90
fascinated,1693
fascinates,117
fascinating,4889
fashion,13375
fashioned,1625
fashioning,54
fashions,926
favoring,644
favorite,37482
favorites,4653
fawning,215
fearing,951
feeding,7164
feeling,37379
feelings,17010
felicity,282
fencing,3029
ferocious,421
ferried,69
ferries,289
festival,9124
festivals,1367
festive,293
festivities,427
festivity,36
fetching,560
feverish,251
feverishly,271
fiction,19202
fictional,2444
fiddle,2078
fiddler,440
fiddles,150
fiddlesticks,14
fiddling,1117
fidelity,2664
field,79922
fielder,710
fielders,111
fields,25421
fierce,2399
fiercely,587
fiercest,72
fiery,1447
fife,545
fifteen,5064
fifteenth,336
fifth,8865
fifty,4891
fight,40283
fighter,13336
fighters,7730
fighting,25179
fights,4160
figure,56512
figured,16688
figurehead,114
figures,25418
figuring,3069
file,311712
filed,7324
files,189350
filing,4122
fill,26445
filled,18922
filling,7132
fills,2751
filth,1034
filthy,3128
fin,3679
final,49027
finale,1935
finally,70039
finals,3388
finch,1267
find,378727
finders,743
finding,32576
finds,11956
fine,111803
finely,1396
fines,1909
finest,8769
finger,37568
fingered,786
fingering,1379
fingers,19105
finish,18400
finished,23194
finisher,229
finishes,2181
finishing,4296
fink,821
fins,1648
fir,708
