"word","nearest_phon_rank","nearest_phon","stage"
"rack",1,"rack","Late"
"knack",1,"knack","Late"
"had",1,"had","Late"
"coach",1,"coach","Late"
"eighth",1,"eighth","Late"
"mop",1,"mop","Late"
"south",1,"south","Late"
"log",1,"log","Late"
"chop",1,"chop","Late"
"fray",1,"fray","Late"
"wit",1,"wit","Late"
"cite",3,"sight","Late"
"heave",1,"heave","Late"
"less",1,"less","Late"
"dice",1,"dice","Late"
"loss",1,"loss","Late"
"hell",1,"hell","Late"
"gob",1,"gob","Late"
"rub",1,"rub","Late"
"peal",2,"peel","Late"
"dead",1,"dead","Late"
"kite",1,"kite","Late"
"dad",1,"dad","Late"
"wad",1,"wad","Late"
"wall",1,"wall","Late"
"pus",1,"pus","Late"
"ball",1,"ball","Late"
"curve",1,"curve","Late"
"which",1,"which","Late"
"beige",1,"beige","Late"
"bail",1,"bail","Late"
"roach",1,"roach","Late"
"pith",1,"pith","Late"
"sheen",1,"sheen","Late"
"poke",1,"poke","Late"
"door",1,"door","Late"
"wear",2,"where","Late"
"lute",2,"loot","Late"
"sake",1,"sake","Late"
"through",1,"through","Late"
"cry",1,"cry","Late"
"dine",1,"dine","Late"
"boon",1,"boon","Late"
"bag",1,"bag","Late"
"chick",1,"chick","Late"
"toss",1,"toss","Late"
"try",1,"try","Late"
"beet",1,"beet","Late"
"louse",1,"louse","Late"
"art",1,"art","Late"
"curb",1,"curb","Late"
"rape",1,"rape","Late"
"cape",1,"cape","Late"
"join",1,"join","Late"
"pope",1,"pope","Late"
"gym",1,"gym","Late"
"third",1,"third","Late"
"meet",1,"meet","Late"
"poach",1,"poach","Late"
"rule",1,"rule","Late"
"fly",1,"fly","Late"
"lung",1,"lung","Late"
"mash",1,"mash","Late"
"lodge",1,"lodge","Late"
"sod",1,"sod","Late"
"church",1,"church","Late"
"while",1,"while","Late"
"cheap",1,"cheap","Late"
"gash",1,"gash","Late"
"dill",1,"dill","Late"
"chafe",1,"chafe","Late"
"yang",1,"yang","Late"
"folk",1,"folk","Late"
"knock",1,"knock","Late"
"bike",1,"bike","Late"
"that",1,"that","Late"
"fought",1,"fought","Late"
"rum",1,"rum","Late"
"fuss",1,"fuss","Late"
"mill",1,"mill","Late"
"gain",1,"gain","Late"
"reef",1,"reef","Late"
"reap",1,"reap","Late"
"bog",1,"bog","Late"
"girth",1,"girth","Late"
"mil",2,"mill","Late"
"haul",1,"haul","Late"
"foot",1,"foot","Late"
"hare",2,"hair","Late"
"bob",1,"bob","Late"
"whack",1,"whack","Late"
"sheet",1,"sheet","Late"
"deep",1,"deep","Late"
"mouth",1,"mouth","Late"
"chide",1,"chide","Late"
"write",2,"rite","Late"
"pause",1,"pause","Late"
"dud",1,"dud","Late"
"bide",1,"bide","Late"
"tug",1,"tug","Late"
"peg",1,"peg","Late"
"with",1,"with","Late"
"tell",1,"tell","Late"
"sup",1,"sup","Late"
"thine",1,"thine","Late"
"team",1,"team","Late"
"keen",1,"keen","Late"
"pit",1,"pit","Late"
"cheese",1,"cheese","Late"
"chess",1,"chess","Late"
"zing",1,"zing","Late"
"not",2,"knot","Late"
"queue",2,"cue","Late"
"roll",2,"role","Late"
"beck",1,"beck","Late"
"thing",1,"thing","Late"
"fife",1,"fife","Late"
"hum",1,"hum","Late"
"free",1,"free","Late"
"jowl",1,"jowl","Late"
"like",1,"like","Late"
"lane",1,"lane","Late"
"cove",1,"cove","Late"
"date",1,"date","Late"
"sore",1,"sore","Late"
"gel",2,"jell","Late"
"noose",1,"noose","Late"
"goose",1,"goose","Late"
"cop",1,"cop","Late"
"cap",1,"cap","Late"
"rap",2,"wrap","Late"
"robe",1,"robe","Late"
"nun",2,"none","Late"
"such",1,"such","Late"
"dope",1,"dope","Late"
"arm",1,"arm","Late"
"fight",1,"fight","Late"
"nudge",1,"nudge","Late"
"roof",1,"roof","Late"
"bib",1,"bib","Late"
"non",1,"non","Late"
"wire",1,"wire","Late"
"dune",1,"dune","Late"
"tong",1,"tong","Late"
"shine",1,"shine","Late"
"tuck",1,"tuck","Late"
"tray",1,"tray","Late"
"herd",1,"herd","Late"
"vet",1,"vet","Late"
"arc",1,"arc","Late"
"hath",1,"hath","Late"
"nip",1,"nip","Late"
"maze",1,"maze","Late"
"bin",1,"bin","Late"
"red",1,"red","Late"
"pray",2,"prey","Late"
"gave",1,"gave","Late"
"mob",1,"mob","Late"
"roar",1,"roar","Late"
"grey",2,"gray","Late"
"fell",1,"fell","Late"
"sage",1,"sage","Late"
"coil",1,"coil","Late"
"soul",1,"soul","Late"
"beat",2,"beet","Late"
"feat",1,"feat","Late"
"bird",1,"bird","Late"
"shook",1,"shook","Late"
"seek",1,"seek","Late"
"ask",1,"ask","Late"
"loom",1,"loom","Late"
"tight",1,"tight","Late"
"whorl",1,"whorl","Late"
"bore",1,"bore","Late"
"claw",1,"claw","Late"
"chaise",1,"chaise","Late"
"joke",1,"joke","Late"
"bait",1,"bait","Late"
"east",1,"east","Late"
"sheath",1,"sheath","Late"
"good",1,"good","Late"
"belle",2,"bell","Late"
"leash",2,"lease","Late"
"ant",2,"aunt","Late"
"budge",1,"budge","Late"
"jean",1,"jean","Late"
"vouch",1,"vouch","Late"
"will",1,"will","Late"
"lawn",1,"lawn","Late"
"mirth",1,"mirth","Late"
"choice",1,"choice","Late"
"known",1,"known","Late"
"shut",1,"shut","Late"
"dirt",1,"dirt","Late"
"siege",1,"siege","Late"
"buck",1,"buck","Late"
"fuck",1,"fuck","Late"
"dumb",1,"dumb","Late"
"but",2,"butt","Late"
"hack",1,"hack","Late"
"woke",1,"woke","Late"
"hem",1,"hem","Late"
"grow",1,"grow","Late"
"gull",1,"gull","Late"
"bad",1,"bad","Late"
"gauche",1,"gauche","Late"
"match",1,"match","Late"
"tote",1,"tote","Late"
"meat",2,"meet","Late"
"dove",1,"dove","Late"
"hymn",1,"hymn","Late"
"pro",1,"pro","Late"
"hive",1,"hive","Late"
"shove",1,"shove","Late"
"leak",1,"leak","Late"
"guide",1,"guide","Late"
"seize",1,"seize","Late"
"wake",1,"wake","Late"
"boom",1,"boom","Late"
"won",2,"one","Late"
"gas",1,"gas","Late"
"ran",1,"ran","Late"
"sham",1,"sham","Late"
"news",1,"news","Late"
"tip",1,"tip","Late"
"gauze",1,"gauze","Late"
"was",1,"was","Late"
"stow",1,"stow","Late"
"rung",1,"rung","Late"
"tale",1,"tale","Late"
"chic",5,"thick","Late"
"dive",1,"dive","Late"
"hitch",1,"hitch","Late"
"lock",1,"lock","Late"
"hick",1,"hick","Late"
"ken",1,"ken","Late"
"noise",1,"noise","Late"
"shim",1,"shim","Late"
"foul",2,"fowl","Late"
"phone",1,"phone","Late"
"ride",1,"ride","Late"
"chain",1,"chain","Late"
"scene",2,"seen","Late"
"gal",1,"gal","Late"
"fake",1,"fake","Late"
"nut",1,"nut","Late"
"waive",2,"wave","Late"
"plea",1,"plea","Late"
"son",1,"son","Late"
"tab",1,"tab","Late"
"calf",1,"calf","Late"
"flu",1,"flu","Late"
"wrath",1,"wrath","Late"
"pun",1,"pun","Late"
"wipe",1,"wipe","Late"
"rug",1,"rug","Late"
"guise",1,"guise","Late"
"mood",1,"mood","Late"
"neck",1,"neck","Late"
"soak",1,"soak","Late"
"moon",1,"moon","Late"
"leaf",1,"leaf","Late"
"life",1,"life","Late"
"care",1,"care","Late"
"noun",1,"noun","Late"
"mass",1,"mass","Late"
"arch",1,"arch","Late"
"slow",2,"sloe","Late"
"doll",1,"doll","Late"
"mite",1,"mite","Late"
"pry",1,"pry","Late"
"loin",1,"loin","Late"
"toot",1,"toot","Late"
"pail",2,"pale","Late"
"aft",1,"aft","Late"
"their",2,"there","Late"
"dearth",1,"dearth","Late"
"deem",1,"deem","Late"
"rave",1,"rave","Late"
"rash",1,"rash","Late"
"chap",1,"chap","Late"
"pap",1,"pap","Late"
"tune",1,"tune","Late"
"myth",1,"myth","Late"
"stew",1,"stew","Late"
"hot",1,"hot","Late"
"foam",1,"foam","Late"
"men",1,"men","Late"
"call",1,"call","Late"
"tog",1,"tog","Late"
"firm",1,"firm","Late"
"fare",2,"fair","Late"
"cub",1,"cub","Late"
"flaw",1,"flaw","Late"
"jeer",1,"jeer","Late"
"sit",1,"sit","Late"
"thumb",1,"thumb","Late"
"naught",1,"naught","Late"
"song",1,"song","Late"
"shun",1,"shun","Late"
"wan",1,"wan","Late"
"thong",1,"thong","Late"
"bid",1,"bid","Late"
"duck",1,"duck","Late"
"pain",2,"pane","Late"
"whole",2,"hole","Late"
"right",3,"rite","Late"
"keg",1,"keg","Late"
"gosh",1,"gosh","Late"
"loud",1,"loud","Late"
"half",1,"half","Late"
"pear",2,"pare","Late"
"same",1,"same","Late"
"five",1,"five","Late"
"fan",1,"fan","Late"
"cup",1,"cup","Late"
"seam",2,"seem","Late"
"thus",1,"thus","Late"
"pad",1,"pad","Late"
"tomb",1,"tomb","Late"
"lobe",1,"lobe","Late"
"van",1,"van","Late"
"shed",1,"shed","Late"
"apt",1,"apt","Late"
"god",1,"god","Late"
"faith",1,"faith","Late"
"chute",14,"shot","Late"
"fish",1,"fish","Late"
"heel",2,"heal","Late"
"shape",1,"shape","Late"
"sole",2,"soul","Late"
"poise",1,"poise","Late"
"jag",1,"jag","Late"
"wrack",2,"rack","Late"
"pair",3,"pare","Late"
"ton",1,"ton","Late"
"whine",1,"whine","Late"
"mitt",1,"mitt","Late"
"dung",1,"dung","Late"
"pace",1,"pace","Late"
"rice",1,"rice","Late"
"week",1,"week","Late"
"size",1,"size","Late"
"boar",2,"bore","Late"
"loon",1,"loon","Late"
"bear",2,"bare","Late"
"pitch",1,"pitch","Late"
"zone",1,"zone","Late"
"lithe",1,"lithe","Late"
"four",1,"four","Late"
"lose",1,"lose","Late"
"clay",1,"clay","Late"
"fade",1,"fade","Late"
"then",1,"then","Late"
"numb",1,"numb","Late"
"rip",1,"rip","Late"
"cook",1,"cook","Late"
"here",2,"hear","Late"
"wretch",2,"retch","Late"
"shoal",1,"shoal","Late"
"burn",1,"burn","Late"
"would",2,"wood","Late"
"rush",1,"rush","Late"
"vase",1,"vase","Late"
"sail",1,"sail","Late"
"leg",1,"leg","Late"
"pack",1,"pack","Late"
"beech",2,"beach","Late"
"writ",1,"writ","Late"
"town",1,"town","Late"
"gene",2,"jean","Late"
"have",1,"have","Late"
"sear",1,"sear","Late"
"sun",2,"son","Late"
"vote",1,"vote","Late"
"lick",1,"lick","Late"
"keel",1,"keel","Late"
"glow",1,"glow","Late"
"maid",2,"made","Late"
"mar",1,"mar","Late"
"seep",1,"seep","Late"
"vue",2,"view","Late"
"map",1,"map","Late"
"been",2,"bin","Late"
"lull",1,"lull","Late"
"rude",1,"rude","Late"
"buss",2,"bus","Late"
"tire",1,"tire","Late"
"bill",1,"bill","Late"
"wick",1,"wick","Late"
"posh",1,"posh","Late"
"weight",1,"weight","Late"
"bale",2,"bail","Late"
"rate",1,"rate","Late"
"win",1,"win","Late"
"booth",1,"booth","Late"
"cuff",1,"cuff","Late"
"cool",1,"cool","Late"
"deal",1,"deal","Late"
"dose",1,"dose","Late"
"poll",2,"pole","Late"
"poor",1,"poor","Late"
"goon",1,"goon","Late"
"wren",1,"wren","Late"
"crew",1,"crew","Late"
"kid",1,"kid","Late"
"give",1,"give","Late"
"tape",1,"tape","Late"
"bead",1,"bead","Late"
"zeal",1,"zeal","Late"
"gap",1,"gap","Late"
"witch",2,"which","Late"
"hearse",201,"hot","Late"
"surge",1,"surge","Late"
"heap",1,"heap","Late"
"read",2,"red","Late"
"stir",1,"stir","Late"
"whoop",1,"whoop","Late"
"zit",1,"zit","Late"
"loath",1,"loath","Late"
"hash",1,"hash","Late"
"flow",2,"floe","Late"
"ref",1,"ref","Late"
"hoot",1,"hoot","Late"
"quo",1,"quo","Late"
"thug",1,"thug","Late"
