"word","nearest_phon_rank","nearest_phon","stage"
"rile",1,"rile","Early"
"mile",1,"mile","Early"
"pout",115,"pawn","Early"
"fad",15,"font","Early"
"loose",7,"lawn","Early"
"choose",8,"shown","Early"
"wheel",1,"wheel","Early"
"get",67,"cost","Early"
"lad",1,"lad","Early"
"verge",65,"whirl","Early"
"glue",21,"glen","Early"
"dice",35,"din","Early"
"wren",53,"one","Early"
"lode",16,"lawn","Early"
"dead",20,"dent","Early"
"sour",115,"sear","Early"
"wan",1,"wan","Early"
"then",26,"thin","Early"
"bet",17,"pit","Early"
"beige",121,"bean","Early"
"mum",1,"mum","Early"
"pot",1,"pot","Early"
"wide",9,"wine","Early"
"kin",1,"kin","Early"
"rat",2,"rot","Early"
"gas",6,"cost","Early"
"dike",100,"din","Early"
"girl",2,"cry","Early"
"blew",35,"plead","Early"
"dean",2,"den","Early"
"live",7,"limb","Early"
"vail",19,"wane","Early"
"rhyme",2,"rim","Early"
"bong",6,"bond","Early"
"plow",16,"plod","Early"
"spy",1,"spy","Early"
"cab",10,"calm","Early"
"whiz",4,"win","Early"
"verb",149,"whirl","Early"
"fen",10,"fin","Early"
"join",2,"june","Early"
"whip",1,"whip","Early"
"sight",70,"sin","Early"
"lease",5,"lean","Early"
"snow",9,"small","Early"
"numb",1,"numb","Early"
"chime",1,"chime","Early"
"gut",5,"cut","Early"
"sine",2,"sin","Early"
"mad",8,"man","Early"
"cry",1,"cry","Early"
"writhe",5,"rise","Early"
"pill",1,"pill","Early"
"toil",9,"tall","Early"
"burl",2,"pearl","Early"
"one",93,"when","Early"
"cell",35,"cull","Early"
"cough",151,"corps","Early"
"back",3,"pact","Early"
"pour",1,"pour","Early"
"spa",1,"spa","Early"
"mar",1,"mar","Early"
"buck",2,"puck","Early"
"fake",27,"fin","Early"
"ream",2,"rim","Early"
"shine",2,"shin","Early"
"dock",1,"dock","Early"
"bass",3,"past","Early"
"juke",323,"char","Early"
"lewd",105,"lull","Early"
"ridge",13,"rile","Early"
"mash",3,"mass","Early"
"mane",1,"mane","Early"
"yak",25,"whack","Early"
"birch",18,"brow","Early"
"type",91,"tub","Early"
"rash",1,"rash","Early"
"tug",2,"ton","Early"
"seem",2,"seam","Early"
"pal",2,"pall","Early"
"miss",1,"miss","Early"
"hawk",25,"hoc","Early"
"oust",125,"watt","Early"
"newt",323,"knelt","Early"
"shoot",52,"shawl","Early"
"jar",2,"char","Early"
"muss",2,"must","Early"
"rage",46,"rile","Early"
"love",29,"lob","Early"
"bale",5,"peal","Early"
"veal",27,"wheel","Early"
"heap",2,"hip","Early"
"toss",3,"dost","Early"
"thine",9,"thin","Early"
"hive",3,"hymn","Early"
"ring",1,"ring","Early"
"beat",20,"bent","Early"
"yore",1,"yore","Early"
"meal",1,"meal","Early"
"hurt",11,"hull","Early"
"fig",3,"fin","Early"
"knob",109,"non","Early"
"wool",2,"wall","Early"
"gull",1,"gull","Early"
"feel",1,"feel","Early"
"gang",3,"can","Early"
"bought",31,"bent","Early"
"din",3,"tin","Early"
"pane",1,"pane","Early"
"rang",3,"ran","Early"
"room",1,"room","Early"
"side",13,"sin","Early"
"tap",3,"top","Early"
"shit",12,"shin","Early"
"shed",45,"shill","Early"
"phage",19,"wane","Early"
"heave",1,"heave","Early"
"fuzz",3,"fun","Early"
"reek",17,"reed","Early"
"reach",30,"real","Early"
"song",33,"sun","Early"
"nurse",5,"learn","Early"
"tire",325,"till","Early"
"hot",1,"hot","Early"
"ski",4,"skit","Early"
"sop",1,"sop","Early"
"goose",35,"goal","Early"
"laze",3,"lean","Early"
"rear",2,"rare","Early"
"mesh",11,"mess","Early"
"come",3,"calm","Early"
"peal",1,"peal","Early"
"geese",4,"keel","Early"
"sod",1,"sod","Early"
"queue",16,"quell","Early"
"chef",178,"shim","Early"
"buzz",5,"pun","Early"
"met",10,"mitt","Early"
"elk",8,"and","Early"
"pert",71,"pall","Early"
"house",27,"hose","Early"
"dear",11,"dare","Early"
"pipe",13,"pimp","Early"
"gauze",10,"gall","Early"
"thief",75,"thin","Early"
"shuck",5,"shun","Early"
"have",11,"haze","Early"
"lathe",17,"laze","Early"
"wrath",7,"rot","Early"
"church",2,"churn","Early"
"set",24,"cyst","Early"
"prey",6,"prim","Early"
"jut",6,"shunt","Early"
"flee",2,"flail","Early"
"sale",6,"sill","Early"
"shear",1,"shear","Early"
"wall",1,"wall","Early"
"wreck",48,"rot","Early"
"hole",1,"hole","Early"
"perch",10,"pearl","Early"
"but",4,"putt","Early"
"vale",27,"fail","Early"
"duke",630,"dull","Early"
"pip",1,"pip","Early"
"claw",4,"clan","Early"
"douse",220,"den","Early"
"loan",3,"lawn","Early"
"job",4,"chomp","Early"
"nail",1,"nail","Early"
"boon",3,"bone","Early"
"fare",3,"far","Early"
"latch",16,"lass","Early"
"heed",6,"hell","Early"
"rob",1,"rob","Early"
"road",13,"rod","Early"
"peg",118,"pin","Early"
"noun",6,"nun","Early"
"hail",1,"hail","Early"
"chive",18,"chime","Early"
"yes",44,"wheel","Early"
"purge",4,"prow","Early"
"lush",2,"lull","Early"
"noise",54,"nine","Early"
"writ",24,"win","Early"
"tree",1,"tree","Early"
"shell",4,"shill","Early"
"hen",1,"hen","Early"
"jell",2,"gel","Early"
"woke",3,"wall","Early"
"hut",1,"hut","Early"
"hash",3,"has","Early"
"thought",21,"fawn","Early"
"wedge",10,"well","Early"
"rouge",30,"rod","Early"
"south",358,"sun","Early"
"gene",8,"keen","Early"
"poke",9,"pole","Early"
"shown",14,"shun","Early"
"clay",16,"clean","Early"
"hope",2,"home","Early"
"ram",1,"ram","Early"
"hug",1,"hug","Early"
"judge",4,"churn","Early"
"yoke",200,"wan","Early"
"chuck",1,"chuck","Early"
"rod",1,"rod","Early"
"vice",63,"fine","Early"
"fowl",12,"fall","Early"
"curse",70,"cry","Early"
"bake",15,"pane","Early"
"full",2,"fill","Early"
"deem",1,"deem","Early"
"voice",384,"phone","Early"
"worth",6,"whirl","Early"
"cite",375,"kin","Early"
"soon",2,"sewn","Early"
"watch",5,"wash","Early"
"moose",9,"moan","Early"
"lawn",5,"lean","Early"
"node",16,"known","Early"
"load",12,"lawn","Early"
"yang",52,"win","Early"
"bean",1,"bean","Early"
"thing",5,"thin","Early"
"hurl",2,"hull","Early"
"vouch",1140,"fawn","Early"
"beach",23,"bean","Early"
"seen",1,"seen","Early"
"fire",79,"fill","Early"
"coat",18,"colt","Early"
"sage",123,"sin","Early"
"pope",4,"palm","Early"
"leaf",7,"limb","Early"
"his",2,"hiss","Early"
"lame",4,"limb","Early"
"sloe",1,"sloe","Early"
"letch",42,"less","Early"
"cub",2,"come","Early"
"knight",24,"nine","Early"
"yolk",1125,"wall","Early"
"sheaf",105,"shim","Early"
"sign",8,"sin","Early"
"pro",67,"prod","Early"
"arch",1,"arch","Early"
"wail",1,"wail","Early"
"bag",5,"pack","Early"
"lurch",9,"learn","Early"
"plough",25,"glen","Early"
"curd",2,"curl","Early"
"tip",1,"tip","Early"
"bill",1,"bill","Early"
"zeal",10,"cell","Early"
"teach",143,"ten","Early"
"deck",2,"tech","Early"
"june",40,"shun","Early"
"tease",9,"teen","Early"
"catch",16,"cause","Early"
"coop",13,"calm","Early"
"save",141,"sin","Early"
"weak",1,"weak","Early"
"haul",1,"haul","Early"
"putt",4,"punt","Early"
"dirge",125,"dry","Early"
"souse",131,"seen","Early"
"wig",5,"win","Early"
"fuck",2,"funk","Early"
"hitch",20,"his","Early"
"mat",1,"mat","Early"
"booth",48,"bolt","Early"
"gosh",13,"cause","Early"
"sub",5,"some","Early"
"roach",35,"rose","Early"
"rum",1,"rum","Early"
"math",3,"mass","Early"
"pole",1,"pole","Early"
"hem",5,"hymn","Early"
"shin",1,"shin","Early"
"mop",1,"mop","Early"
"pit",1,"pit","Early"
"fade",12,"feint","Early"
"run",1,"run","Early"
"match",16,"mass","Early"
"food",14,"phone","Early"
"peace",12,"peal","Early"
"verve",76,"fern","Early"
"some",1,"some","Early"
"cud",3,"cult","Early"
"line",1,"line","Early"
"nook",13,"non","Early"
"got",5,"cost","Early"
"palm",2,"pall","Early"
"hit",2,"hiss","Early"
"jute",452,"gel","Early"
"sang",11,"sin","Early"
"char",1,"char","Early"
"rope",45,"rob","Early"
"terse",91,"tree","Early"
"site",39,"sin","Early"
"rose",3,"ruse","Early"
"fun",1,"fun","Early"
"beer",15,"pair","Early"
"log",79,"lull","Early"
"thru",32,"thrill","Early"
"ball",2,"pall","Early"
"jade",23,"jail","Early"
"did",9,"dint","Early"
"mill",1,"mill","Early"
"term",2,"ton","Early"
"poll",3,"pool","Early"
"chat",6,"chant","Early"
"yon",2,"wan","Early"
"red",5,"rile","Early"
"pear",2,"pair","Early"
"sock",1,"sock","Early"
"lid",3,"lint","Early"
"mauve",25,"moan","Early"
"view",385,"film","Early"
"tyme",11,"pimp","Early"
"jet",37,"chest","Early"
"bide",12,"been","Early"
"sheer",3,"share","Early"
"safe",303,"sin","Early"
"ham",1,"ham","Early"
"seize",6,"sin","Early"
"glow",9,"clod","Early"
"hat",2,"hot","Early"
"such",3,"sun","Early"
"role",3,"rule","Early"
"lass",1,"lass","Early"
"womb",1,"womb","Early"
"dose",25,"tall","Early"
"shade",65,"shin","Early"
"wood",9,"wall","Early"
"wage",8,"wane","Early"
"gill",1,"gill","Early"
"damn",9,"din","Early"
"dole",2,"tall","Early"
"wit",1,"wit","Early"
"nil",1,"nil","Early"
"birth",27,"burl","Early"
"yearn",192,"yen","Early"
"dip",2,"tip","Early"
"game",1,"game","Early"
"zen",10,"sin","Early"
"bitch",52,"been","Early"
"joke",50,"jolt","Early"
"ant",2,"and","Early"
"dame",4,"deem","Early"
"cache",8,"cause","Early"
"dick",1,"dick","Early"
"bore",3,"pour","Early"
"lash",3,"lass","Early"
"bird",53,"pall","Early"
"siege",39,"sin","Early"
"thumb",1,"thumb","Early"
"sly",1,"sly","Early"
"gash",6,"gas","Early"
"hush",1,"hush","Early"
"this",43,"thin","Early"
"pale",4,"peal","Early"
"beg",168,"pin","Early"
"chick",1,"chick","Early"
"soothe",38,"sewn","Early"
"dig",14,"tin","Early"
"aunt",3,"and","Early"
"hoof",12,"hope","Early"
"robe",38,"rod","Early"
"cue",3,"quell","Early"
"sore",4,"sear","Early"
"purse",12,"prow","Early"
"rot",1,"rot","Early"
"mead",8,"mean","Early"
"rule",7,"rile","Early"
"sky",1,"sky","Early"
"pawn",3,"pond","Early"
"tongue",42,"den","Early"
"thug",11,"sun","Early"
"while",3,"will","Early"
"late",19,"laze","Early"
"whack",1,"whack","Early"
"hung",2,"hunt","Early"
"put",41,"putt","Early"
"shout",117,"shun","Early"
"surge",34,"three","Early"
"tone",1,"tone","Early"
"rove",37,"rod","Early"
"wife",9,"whim","Early"
"gnome",93,"non","Early"
"rouse",25,"ruse","Early"
"knoll",1,"knoll","Early"
"worse",15,"wall","Early"
"tar",1,"tar","Early"
"what",15,"watt","Early"
"jail",1,"jail","Early"
"net",19,"nest","Early"
"real",1,"real","Early"
"debt",8,"dent","Early"
"wine",2,"win","Early"
"pike",26,"pin","Early"
"light",18,"line","Early"
"wick",1,"wick","Early"
"sung",4,"sun","Early"
"howl",16,"hole","Early"
"tin",1,"tin","Early"
"right",14,"rise","Early"
"else",44,"and","Early"
"cool",4,"cole","Early"
"gong",5,"gone","Early"
"retch",35,"rise","Early"
"faze",6,"fin","Early"
"bing",5,"been","Early"
"fear",2,"far","Early"
"bat",6,"pot","Early"
"fought",7,"fawn","Early"
"mate",8,"maze","Early"
"tong",8,"taunt","Early"
"pate",8,"pane","Early"
"won",3,"wan","Early"
"lamb",1,"lamb","Early"
"kit",1,"kit","Early"
"bell",1,"bell","Early"
"sheet",25,"shell","Early"
"gap",5,"cop","Early"
"pall",1,"pall","Early"
"whig",6,"whim","Early"
"leg",79,"lull","Early"
"bud",5,"punt","Early"
"meat",7,"mean","Early"
"apt",12,"pot","Early"
"reef",13,"ream","Early"
"suit",245,"sun","Early"
"knit",107,"tint","Early"
"shore",3,"shear","Early"
"tool",3,"toll","Early"
"sum",2,"some","Early"
"poise",59,"pane","Early"
"beck",12,"pick","Early"
"aft",115,"pot","Early"
"reel",2,"real","Early"
"beak",8,"pink","Early"
"curve",139,"cry","Early"
"wane",1,"wane","Early"
"sip",1,"sip","Early"
"dove",208,"doom","Early"
"lice",8,"line","Early"
"hang",1,"hang","Early"
"jape",40,"chain","Early"
"gray",11,"grille","Early"
"reign",10,"ring","Early"
"wire",64,"will","Early"
"ref",18,"rip","Early"
"poor",6,"pour","Early"
"pup",1,"pup","Early"
"hook",3,"hoc","Early"
"lick",1,"lick","Early"
"prow",7,"prod","Early"
"hare",1,"hare","Early"
"huff",1,"huff","Early"
"cake",37,"kin","Early"
"den",2,"ten","Early"
"mud",9,"bun","Early"
"beep",4,"beam","Early"
"par",1,"par","Early"
"pod",1,"pod","Early"
"fight",37,"fin","Early"
"flaw",2,"flail","Early"
"bed",10,"pelt","Early"
"blow",8,"plod","Early"
"loss",1,"loss","Early"
"niche",79,"ninth","Early"
"loom",3,"lawn","Early"
"jack",1,"jack","Early"
"check",11,"chunk","Early"
"men",1,"men","Early"
"bush",185,"buzz","Early"
"vet",329,"cyst","Early"
"fin",1,"fin","Early"
"cause",23,"cone","Early"
"been",4,"bean","Early"
"dale",7,"deal","Early"
"pang",5,"pant","Early"
"throw",17,"throng","Early"
"tech",80,"tease","Early"
"three",1,"three","Early"
"rise",1,"rise","Early"
"play",3,"plain","Early"
"limb",2,"limp","Early"
"mail",4,"mane","Early"
"buff",4,"puff","Early"
"oft",614,"watt","Early"
"case",14,"cause","Early"
"inch",248,"miss","Early"
"hall",2,"haul","Early"
"bite",24,"pin","Early"
"hymn",1,"hymn","Early"
"fill",1,"fill","Early"
"peep",2,"pimp","Early"
"babe",5,"beam","Early"
"year",6,"wear","Early"
"fang",6,"fan","Early"
"pare",7,"par","Early"
"verse",63,"third","Early"
"cheek",17,"chin","Early"
"dirt",64,"doll","Early"
"perk",61,"pun","Early"
"salve",42,"sill","Early"
"piss",2,"pin","Early"
"cove",20,"comb","Early"
"fine",2,"fin","Early"
"car",1,"car","Early"
"niece",14,"nine","Early"
"peat",9,"peal","Early"
"gouge",110,"gone","Early"
"rig",4,"rim","Early"
"lug",3,"lull","Early"
"ask",1,"ask","Early"
"chop",5,"chomp","Early"
"deed",23,"dell","Early"
"fern",19,"fun","Early"
"turf",104,"try","Early"
"lain",6,"lean","Early"
"was",1,"was","Early"
"knack",14,"dank","Early"
"jab",18,"sham","Early"
"mime",1,"mime","Early"
"spur",1,"spur","Early"
"weed",7,"well","Early"
"word",58,"wall","Early"
"hid",3,"hint","Early"
"zing",17,"sin","Early"
"chalk",76,"pall","Early"
"lot",1,"lot","Early"
"dash",4,"lass","Early"
"hatch",7,"has","Early"
"hoop",4,"hop","Early"
"fete",81,"feel","Early"
"crew",37,"grille","Early"
"czar",16,"car","Early"
"dam",2,"damn","Early"
"fool",3,"foal","Early"
"whirl",5,"will","Early"
"both",81,"pause","Early"
"dyke",163,"tin","Early"
"sake",176,"sin","Early"
"wove",3,"womb","Early"
"hick",1,"hick","Early"
"gab",17,"calm","Early"
"shall",5,"shill","Early"
"pry",1,"pry","Early"
"shag",30,"shod","Early"
"bop",2,"pop","Early"
"lime",3,"limb","Early"
"juice",149,"gel","Early"
"jot",13,"shot","Early"
"choke",6,"choose","Early"
"bathe",23,"pane","Early"
"rush",2,"rust","Early"
"third",12,"thin","Early"
"sail",14,"sill","Early"
"war",2,"par","Early"
"wring",2,"ring","Early"
"sway",16,"swell","Early"
"grew",48,"grille","Early"
"witch",21,"whiz","Early"
"posh",16,"pause","Early"
"budge",17,"bun","Early"
"luck",1,"luck","Early"
"pier",13,"pill","Early"
"rate",34,"rise","Early"
"made",6,"mane","Early"
"dun",2,"ton","Early"
"dope",63,"tomb","Early"
"dearth",28,"learn","Early"
"guess",18,"cult","Early"
"kiss",2,"kilt","Early"
"search",18,"turn","Early"
"coin",12,"kin","Early"
"gush",5,"cull","Early"
"shove",52,"sheen","Early"
"chore",1,"chore","Early"
"flow",5,"flaw","Early"
"talk",516,"tilt","Early"
"moon",2,"moan","Early"
"team",1,"team","Early"
"keep",1,"keep","Early"
"booze",10,"bone","Early"
"gate",10,"gaze","Early"
"brow",17,"brawn","Early"
"meet",6,"mean","Early"
"plea",3,"plead","Early"
"ripe",6,"rim","Early"
"half",31,"has","Early"
"veil",132,"feel","Early"
"leave",4,"lean","Early"
"mode",5,"moan","Early"
"lap",2,"lop","Early"
"same",23,"sin","Early"
"dodge",93,"dawn","Early"
"care",9,"car","Early"
"kid",3,"kilt","Early"
"them",56,"thumb","Early"
"bob",4,"palm","Early"
"burn",1,"burn","Early"
"calf",364,"pall","Early"
"sheik",118,"shin","Early"
"kneel",1,"kneel","Early"
"haze",1,"haze","Early"
"fair",9,"fear","Early"
"tsar",4,"sear","Early"
"pop",1,"pop","Early"
"worm",7,"one","Early"
"make",10,"mane","Early"
"pitch",33,"pin","Early"
"wish",3,"whiz","Early"
"lure",6,"lear","Early"
"mere",11,"mare","Early"
"down",26,"dawn","Early"
"try",1,"try","Early"
"gird",14,"grit","Early"
"tour",10,"tore","Early"
"give",6,"kin","Early"
"ran",1,"ran","Early"
"head",9,"hen","Early"
"rake",66,"rile","Early"
"whiff",2,"fifth","Early"
"sheath",91,"shin","Early"
"mouse",30,"men","Early"
"drew",69,"dread","Early"
"take",30,"teen","Early"
"end",6,"and","Early"
"flu",18,"flood","Early"
"tube",182,"ton","Early"
"bait",40,"paint","Early"
"bang",5,"pant","Early"
"ban",3,"pan","Early"
"cheap",13,"chime","Early"
"waive",1,"waive","Early"
"git",5,"kit","Early"
"rung",3,"run","Early"
"gem",82,"calm","Early"
"doom",4,"dawn","Early"
"turn",1,"turn","Early"
"bad",12,"pant","Early"
"curt",4,"curl","Early"
"chum",1,"chum","Early"
"might",18,"mine","Early"
"which",16,"whim","Early"
"jerk",17,"churn","Early"
"fog",1,"fog","Early"
"lop",1,"lop","Early"
"stow",16,"stall","Early"
"cheer",3,"chair","Early"
"rev",30,"rim","Early"
"dune",82,"dun","Early"
"nun",1,"nun","Early"
"fray",13,"thrill","Early"
"pause",9,"pawn","Early"
"lodge",29,"lawn","Early"
"patch",29,"pan","Early"
"doubt",282,"den","Early"
"comb",11,"calm","Early"
"weight",20,"wheel","Early"
"knot",99,"non","Early"
"ruse",35,"run","Early"
"jazz",3,"shall","Early"
"like",34,"line","Early"
"heal",3,"hell","Early"
"poach",13,"pole","Early"
"sit",2,"cyst","Early"
"belle",4,"bill","Early"
"gyp",123,"cop","Early"
"guide",17,"kin","Early"
"gin",23,"kin","Early"
"ship",4,"shim","Early"
"sash",9,"sod","Early"
"sing",4,"sin","Early"
"bin",3,"pin","Early"
"feet",13,"fen","Early"
"gale",4,"keel","Early"
"flew",25,"flail","Early"
"shame",30,"shin","Early"
"mean",1,"mean","Early"
"your",2,"yore","Early"
"muck",1,"muck","Early"
"till",1,"till","Early"
"shop",9,"hob","Early"
"sham",13,"hymn","Early"
"whom",48,"whim","Early"
"bail",6,"pail","Early"
"cup",1,"cup","Early"
"tag",3,"tack","Early"
"lear",1,"lear","Early"
"fan",3,"fin","Early"
"heard",105,"hell","Early"
"wretch",42,"rise","Early"
"reed",7,"real","Early"
"flea",3,"flail","Early"
"leap",4,"limb","Early"
"foot",34,"phone","Early"
"hull",1,"hull","Early"
"eighth",740,"myth","Early"
"cape",24,"calm","Early"
"noose",20,"known","Early"
"bear",4,"pair","Early"
"batch",51,"pan","Early"
"nudge",21,"nun","Early"
"whoop",3,"womb","Early"
"whoosh",12,"wall","Early"
"four",3,"for","Early"
"laugh",105,"lance","Early"
"and",1,"and","Early"
"shone",5,"sheen","Early"
"beef",15,"beam","Early"
"cad",11,"cant","Early"
"pin",1,"pin","Early"
"cop",1,"cop","Early"
"hedge",15,"hell","Early"
"whit",2,"wit","Early"
"dud",4,"dun","Early"
"wrack",6,"rot","Early"
"chase",19,"chain","Early"
"sheen",1,"sheen","Early"
"jean",2,"gene","Early"
"cull",1,"cull","Early"
"mite",17,"mine","Early"
"nab",38,"man","Early"
"dare",2,"tar","Early"
"pain",2,"pane","Early"
"mare",1,"mare","Early"
"more",1,"more","Early"
"nod",3,"non","Early"
"tomb",4,"palm","Early"
"chafe",46,"shame","Early"
"fat",4,"fast","Early"
"feat",25,"fiend","Early"
"weave",1,"weave","Early"
"hoot",6,"host","Early"
"gown",12,"gone","Early"
"butt",9,"bust","Early"
"loud",42,"lawn","Early"
"whim",1,"whim","Early"
"had",1,"had","Early"
"sell",4,"sill","Early"
"five",8,"fin","Early"
"taut",79,"taunt","Early"
"fetch",80,"fen","Early"
"book",11,"bog","Early"
"sat",3,"cyst","Early"
"hag",2,"hack","Early"
"rub",3,"rum","Early"
"dawn",1,"dawn","Early"
"grey",19,"grille","Early"
"cash",3,"cause","Early"
"guise",11,"kin","Early"
"grow",21,"croon","Early"
"hub",2,"hum","Early"
"time",6,"tin","Early"
"roar",1,"roar","Early"
"wore",2,"war","Early"
"boat",24,"bone","Early"
"mole",1,"mole","Early"
"youth",80,"wall","Early"
"bath",12,"past","Early"
"keel",1,"keel","Early"
"void",478,"phone","Early"
"rib",2,"rim","Early"
"soul",11,"sill","Early"
"tell",1,"tell","Early"
"shim",1,"shim","Early"
"ken",9,"kin","Early"
"mine",1,"mine","Early"
"pet",9,"pit","Early"
"fall",1,"fall","Early"
"learn",12,"lens","Early"
"ink",8,"sick","Early"
"gore",4,"car","Early"
"meek",14,"mean","Early"
"sure",6,"sear","Early"
"threw",35,"thread","Early"
"lack",1,"lack","Early"
"pace",11,"pane","Early"
"shook",103,"shod","Early"
"boss",5,"pause","Early"
"shawl",5,"shill","Early"
"push",92,"pun","Early"
"vue",12,"few","Early"
"mall",2,"moll","Early"
"cot",3,"cost","Early"
"lead",5,"lent","Early"
"thud",6,"sun","Early"
"non",1,"non","Early"
