"word","nearest_phon_rank","nearest_phon","stage"
"bound",1038,"pot","Early"
"bout",112,"pot","Early"
"box",288,"pot","Early"
"brace",1490,"shit","Early"
"brad",1587,"shit","Early"
"brag",1383,"chick","Early"
"braid",2096,"shit","Early"
"brain",1846,"shit","Early"
"brake",1009,"chick","Early"
"bran",987,"shit","Early"
"branch",1925,"shit","Early"
"brand",2344,"shit","Early"
"brash",380,"lash","Early"
"brass",818,"piss","Early"
"brat",722,"shit","Early"
"brawl",1644,"shot","Early"
"brawn",1553,"shot","Early"
"breach",624,"shit","Early"
"bread",1819,"shit","Early"
"breadth",2379,"shot","Early"
"break",1544,"chick","Early"
"breast",2074,"shit","Early"
"breath",1252,"shit","Early"
"breathe",1127,"pith","Early"
"breed",1220,"shit","Early"
"breeze",993,"shit","Early"
"brew",99,"plea","Early"
"bribe",1098,"chip","Early"
"bride",1256,"shit","Early"
"bridge",1222,"shit","Early"
"brief",137,"writhe","Early"
"brig",726,"chick","Early"
"bright",858,"shit","Early"
"brim",262,"shim","Early"
"bring",970,"shit","Early"
"brink",1995,"chick","Early"
"brisk",1165,"shit","Early"
"broach",1260,"shot","Early"
"broad",1674,"shot","Early"
"broil",2243,"shit","Early"
"broke",909,"shock","Early"
"brooch",984,"shot","Early"
"brood",1783,"shot","Early"
"brook",752,"chalk","Early"
"broth",1459,"shot","Early"
"brought",1070,"shot","Early"
"brow",28,"pew","Early"
"brown",1345,"shot","Early"
"brunt",1203,"shut","Early"
"brush",71,"lush","Early"
"brute",865,"shut","Early"
"buck",4,"puck","Early"
"bud",47,"putt","Early"
"budge",46,"putt","Early"
"buff",4,"puff","Early"
"bug",37,"puck","Early"
"build",1000,"putt","Early"
"bulge",795,"pus","Early"
"bulk",484,"putt","Early"
"bull",127,"cull","Early"
"bum",5,"pup","Early"
"bump",41,"pup","Early"
"bun",11,"pun","Early"
"bunch",105,"pus","Early"
"bunk",501,"puck","Early"
"bunt",148,"putt","Early"
"burl",58,"cull","Early"
"burn",109,"pun","Early"
"burst",71,"pus","Early"
"bush",56,"pus","Early"
"buss",2,"pus","Early"
"bust",50,"pus","Early"
"but",7,"putt","Early"
"butt",10,"putt","Early"
"butte",1895,"pus","Early"
"buzz",16,"pus","Early"
"cab",34,"cop","Early"
"cache",1,"cache","Early"
"cad",77,"caught","Early"
"cake",80,"kick","Early"
"calf",61,"cop","Early"
"call",64,"kill","Early"
"calm",1,"calm","Early"
"cam",4,"cop","Early"
"camp",48,"cop","Early"
"can",6,"kin","Early"
"cap",2,"cop","Early"
"cape",204,"cop","Early"
"car",6,"caught","Early"
"card",505,"caught","Early"
"care",244,"posh","Early"
"cart",445,"caught","Early"
"carve",1262,"cop","Early"
"case",110,"kiss","Early"
"cash",2,"cache","Early"
"cast",53,"kiss","Early"
"caste",27,"kiss","Early"
"cat",7,"caught","Early"
"catch",1,"catch","Early"
"caught",1,"caught","Early"
"cause",14,"kiss","Early"
"cave",442,"kiss","Early"
"cease",10,"kiss","Early"
"cell",130,"kill","Early"
"cent",894,"kit","Early"
"chafe",509,"chip","Early"
"chain",379,"shit","Early"
"chaise",416,"hiss","Early"
"chalk",1,"chalk","Early"
"champ",118,"chip","Early"
"chance",546,"chin","Early"
"change",1822,"chin","Early"
"chant",381,"shit","Early"
"char",18,"wash","Early"
"charge",644,"watch","Early"
"charm",766,"chop","Early"
"chart",694,"chop","Early"
"chase",228,"hiss","Early"
"chat",9,"shit","Early"
"cheap",6,"chip","Early"
"cheat",11,"shit","Early"
"check",92,"chick","Early"
"cheek",8,"chick","Early"
"cheer",63,"hitch","Early"
"chef",281,"chip","Early"
"chess",53,"hiss","Early"
"chest",493,"hiss","Early"
"chic",47,"chick","Early"
"chick",1,"chick","Early"
"chide",45,"shit","Early"
"chief",19,"chip","Early"
"child",839,"shit","Early"
"chill",1,"chill","Early"
"chime",22,"chip","Early"
"chip",1,"chip","Early"
"choice",384,"shit","Early"
"choir",1877,"chill","Early"
"choke",95,"chalk","Early"
"chomp",38,"chop","Early"
"choose",318,"hiss","Early"
"chop",1,"chop","Early"
"chord",1792,"shot","Early"
"chore",336,"wash","Early"
"christ",1196,"shit","Early"
"chrome",1546,"chop","Early"
"chuck",1,"chuck","Early"
"chum",1,"chum","Early"
"chump",12,"chum","Early"
"chunk",182,"chuck","Early"
"church",3,"such","Early"
"churn",76,"chum","Early"
"chute",175,"shit","Early"
"cinch",429,"kiss","Early"
"cite",42,"kit","Early"
"clad",707,"sit","Early"
"claim",1225,"tip","Early"
"clam",385,"lip","Early"
"clamp",747,"tip","Early"
"clan",523,"tin","Early"
"clang",896,"sit","Early"
"clap",120,"lip","Early"
"clash",115,"lash","Early"
"clause",1129,"lit","Early"
"claw",5,"lot","Early"
"clay",40,"lit","Early"
"clean",557,"sit","Early"
"clear",1203,"sit","Early"
"cleat",225,"lit","Early"
"cleft",1669,"lip","Early"
"clerk",835,"luck","Early"
"click",24,"lick","Early"
"cliff",5,"leaf","Early"
"climb",285,"limb","Early"
"clinch",833,"lit","Early"
"cling",418,"lit","Early"
"clip",10,"lip","Early"
"cloak",830,"lock","Early"
"clock",60,"lock","Early"
"clog",208,"lock","Early"
"close",556,"lot","Early"
"clot",40,"lot","Early"
"cloth",719,"lot","Early"
"clothe",1472,"posh","Early"
"cloud",632,"lot","Early"
"clout",319,"lot","Early"
"clown",731,"lot","Early"
"club",60,"sup","Early"
"cluck",15,"luck","Early"
"clue",8,"lit","Early"
"clump",249,"sup","Early"
"clung",203,"luck","Early"
"clutch",8,"touch","Early"
"coach",143,"caught","Early"
"coal",218,"caught","Early"
"coarse",487,"car","Early"
"coast",520,"caught","Early"
"coat",77,"caught","Early"
"coax",574,"caught","Early"
"cock",1,"cock","Early"
"cod",8,"caught","Early"
"coil",441,"caught","Early"
"coin",521,"kit","Early"
"coke",44,"cock","Early"
"cold",1145,"caught","Early"
"cole",5,"caught","Early"
"comb",266,"calm","Early"
"come",8,"cop","Early"
"cool",147,"caught","Early"
"coop",26,"cop","Early"
"cop",1,"cop","Early"
"cope",58,"cop","Early"
"cord",1293,"caught","Early"
"cork",1314,"cock","Early"
"corn",1468,"cull","Early"
"corpse",1400,"cup","Early"
"cost",12,"caught","Early"
"cot",2,"caught","Early"
"couch",17,"caught","Early"
"cough",55,"caught","Early"
"could",120,"caught","Early"
"count",274,"caught","Early"
"coupe",70,"cop","Early"
"course",944,"caught","Early"
"court",1386,"caught","Early"
"cove",325,"cop","Early"
"cowl",128,"caught","Early"
"cox",85,"cock","Early"
"crab",757,"chip","Early"
"crack",370,"chick","Early"
"craft",1371,"chip","Early"
"cram",530,"chip","Early"
"cramp",966,"chip","Early"
"crane",1838,"shit","Early"
"crank",2136,"chick","Early"
"crap",203,"chip","Early"
"crash",253,"wish","Early"
"crass",604,"kiss","Early"
"crate",1384,"shit","Early"
"crave",1867,"chip","Early"
"crawl",1405,"shot","Early"
"craze",1727,"shit","Early"
"creak",506,"chick","Early"
"cream",403,"chip","Early"
"crease",276,"shit","Early"
"creche",614,"wish","Early"
"creed",933,"shit","Early"
"creek",498,"chick","Early"
"creep",322,"chip","Early"
"crepe",1140,"chip","Early"
"crept",1709,"chip","Early"
"crest",1893,"shit","Early"
"crew",61,"shit","Early"
"crib",140,"chip","Early"
"crime",220,"chip","Early"
"crisp",620,"shit","Early"
"crone",1631,"shot","Early"
"crook",541,"chalk","Early"
"croon",1535,"shit","Early"
"crop",48,"chop","Early"
"cross",958,"shot","Early"
"crouch",568,"shot","Early"
"crow",7,"crew","Early"
"crowd",1158,"shot","Early"
"crown",1114,"shot","Early"
"crude",1481,"shut","Early"
"cruise",1547,"shit","Early"
"crumb",66,"chum","Early"
"crunch",979,"shut","Early"
"crush",53,"lush","Early"
"crust",562,"shut","Early"
"crutch",91,"shut","Early"
"crux",873,"chuck","Early"
"cry",1,"cry","Early"
"crypt",616,"chip","Early"
"cub",5,"cup","Early"
"cube",1582,"cup","Early"
"cue",797,"kit","Early"
"cuff",1,"cuff","Early"
"cull",1,"cull","Early"
"cult",67,"cut","Early"
"cup",1,"cup","Early"
"curb",73,"cup","Early"
"curd",61,"cut","Early"
"cure",1941,"touch","Early"
"curse",8,"cut","Early"
"curt",25,"cut","Early"
"curve",44,"cup","Early"
"cusp",28,"cut","Early"
"cut",1,"cut","Early"
"cute",1397,"kit","Early"
"cyst",37,"kiss","Early"
"czar",281,"posh","Early"
"dad",313,"tick","Early"
"dale",788,"tip","Early"
"dam",101,"tip","Early"
"dame",717,"tip","Early"
"damn",68,"tin","Early"
"damp",359,"tip","Early"
"dang",435,"tick","Early"
"dank",917,"tick","Early"
"dare",772,"touch","Early"
"darn",1647,"touch","Early"
"dash",11,"posh","Early"
"date",596,"sit","Early"
"daunt",1373,"piss","Early"
"dawn",566,"tin","Early"
"dead",602,"tip","Early"
"deaf",297,"tip","Early"
"dealt",1282,"sit","Early"
"dean",160,"tin","Early"
"dear",429,"touch","Early"
"dearth",323,"touch","Early"
"debt",334,"tip","Early"
"deck",201,"tick","Early"
"deed",321,"tip","Early"
"deem",103,"tip","Early"
"deep",41,"tip","Early"
"deer",413,"pitch","Early"
"deft",990,"pith","Early"
"dell",310,"till","Early"
"den",472,"tin","Early"
"dense",1291,"sit","Early"
"dent",1129,"sit","Early"
"depth",815,"tip","Early"
"dial",1718,"tip","Early"
"dice",58,"tip","Early"
"dick",3,"tick","Early"
"did",62,"tick","Early"
"dig",49,"tick","Early"
"dike",48,"tick","Early"
"dill",11,"till","Early"
"dim",6,"tip","Early"
"dime",76,"tip","Early"
"din",13,"tin","Early"
"dine",71,"tin","Early"
"dint",216,"tin","Early"
"dip",5,"tip","Early"
"dire",787,"touch","Early"
"dirge",113,"touch","Early"
"dirt",312,"touch","Early"
"disc",284,"piss","Early"
"dish",3,"piss","Early"
"disk",236,"tick","Early"
"ditch",2,"pitch","Early"
"dive",264,"tip","Early"
"dock",6,"tuck","Early"
"dodge",90,"top","Early"
"dole",407,"top","Early"
"doll",4,"pall","Early"
"dome",680,"top","Early"
"doom",379,"top","Early"
"door",963,"touch","Early"
"dope",359,"top","Early"
"dorm",1803,"touch","Early"
"dose",313,"piss","Early"
"dost",111,"pus","Early"
"dot",5,"top","Early"
"doubt",64,"top","Early"
"dour",1026,"touch","Early"
"douse",44,"pus","Early"
"dove",126,"top","Early"
"down",212,"top","Early"
"drab",1260,"chop","Early"
"draft",2009,"ship","Early"
"drag",1455,"chick","Early"
"drain",2149,"shit","Early"
"drake",1506,"chick","Early"
"dram",829,"shim","Early"
"drank",2313,"chick","Early"
"drape",1724,"chip","Early"
"draw",174,"shot","Early"
"drawl",1855,"shot","Early"
"drawn",1884,"shot","Early"
"dread",2040,"shit","Early"
"dream",955,"chip","Early"
"dreamt",2337,"chip","Early"
"dress",1646,"piss","Early"
"drew",360,"shut","Early"
"drill",1176,"shit","Early"
"drink",2163,"chick","Early"
"drip",145,"chip","Early"
"drone",2172,"shot","Early"
"droop",1447,"chop","Early"
"drop",210,"chop","Early"
"dross",1507,"shot","Early"
"drove",2118,"shop","Early"
"drown",1753,"shot","Early"
"drum",210,"chum","Early"
"drunk",2060,"chuck","Early"
"dry",14,"try","Early"
"duct",250,"tuck","Early"
"dud",42,"tuck","Early"
"dug",32,"tuck","Early"
"duke",233,"tick","Early"
"dumb",1,"dumb","Early"
"dump",36,"come","Early"
"dun",10,"ton","Early"
"dune",535,"ton","Early"
"dung",55,"ton","Early"
"dunk",333,"tuck","Early"
"dusk",123,"tuck","Early"
"dust",44,"pus","Early"
"dwarf",2438,"wash","Early"
"dwell",1083,"will","Early"
"dwelt",1889,"what","Early"
"dyke",18,"tick","Early"
"east",1,"east","Early"
"eighth",195,"sit","Early"
"elk",455,"shit","Early"
"elm",629,"sin","Early"
"else",212,"piss","Early"
"end",195,"and","Early"
"face",408,"thick","Early"
"fact",478,"thick","Early"
"fad",191,"hot","Early"
"fade",754,"hit","Early"
"fail",404,"whit","Early"
"faint",861,"thin","Early"
"fair",741,"wish","Early"
"fake",128,"thick","Early"
"fall",123,"pall","Early"
"false",1125,"hiss","Early"
"fame",569,"thin","Early"
"fan",25,"thin","Early"
"fang",213,"thin","Early"
"far",5,"wash","Early"
"farce",139,"watch","Early"
"fare",378,"wash","Early"
"farm",699,"pall","Early"
"fast",93,"hiss","Early"
"fat",36,"hot","Early"
"fate",364,"hit","Early"
"fault",1267,"hit","Early"
"fawn",317,"thin","Early"
"faze",379,"hiss","Early"
"fear",139,"hitch","Early"
"feast",227,"hiss","Early"
"feat",25,"thick","Early"
"feel",96,"whit","Early"
"feet",41,"shit","Early"
"feint",1050,"thin","Early"
"fell",87,"hill","Early"
"fen",215,"thin","Early"
"fence",744,"thin","Early"
"fern",240,"thumb","Early"
"fetch",85,"which","Early"
"fete",469,"hit","Early"
"feud",2138,"shit","Early"
"few",1237,"thick","Early"
"fiend",486,"thin","Early"
"fierce",480,"hitch","Early"
"fife",59,"pith","Early"
"fifth",48,"pith","Early"
"fig",24,"thick","Early"
"fight",24,"thick","Early"
"file",68,"fit","Early"
"fill",6,"will","Early"
"film",645,"thin","Early"
"filth",331,"fit","Early"
"fin",2,"thin","Early"
"find",477,"thin","Early"
"fine",20,"thin","Early"
"fink",378,"thick","Early"
"fire",611,"fish","Early"
"firm",237,"thumb","Early"
"first",70,"oust","Early"
"fish",1,"fish","Early"
"fist",15,"hiss","Early"
"fit",5,"hit","Early"
"five",175,"pith","Early"
"fix",38,"thick","Early"
"flag",753,"tick","Early"
"flail",1717,"sit","Early"
"flair",2041,"wish","Early"
"flake",728,"tick","Early"
"flame",1626,"lip","Early"
"flange",1890,"sit","Early"
"flank",1767,"sock","Early"
"flare",1787,"touch","Early"
"flask",1281,"lot","Early"
"flat",401,"lit","Early"
"flaw",11,"lot","Early"
"flax",853,"tick","Early"
"flay",152,"lit","Early"
"flea",5,"lit","Early"
"fleck",650,"lick","Early"
"flee",2,"flea","Early"
"fleet",196,"lit","Early"
"flesh",619,"lush","Early"
"flew",35,"flea","Early"
"flex",1149,"tick","Early"
"flick",42,"lick","Early"
"flight",232,"lit","Early"
"fling",494,"lit","Early"
"flint",948,"sit","Early"
"flip",60,"lip","Early"
"flirt",1116,"lush","Early"
"float",945,"lot","Early"
"flock",66,"lock","Early"
"flog",228,"lock","Early"
"flood",582,"lot","Early"
"floor",1756,"touch","Early"
"flop",83,"lop","Early"
"flour",1828,"touch","Early"
"flow",7,"flaw","Early"
"flown",1147,"lot","Early"
"flu",44,"luck","Early"
"fluff",7,"tough","Early"
"fluke",160,"lick","Early"
"flung",315,"tuck","Early"
"flush",2,"lush","Early"
"flute",663,"lit","Early"
"flux",113,"luck","Early"
"fly",2,"lit","Early"
"foal",295,"hot","Early"
"foam",401,"hop","Early"
"fog",25,"hoc","Early"
"foil",463,"whit","Early"
"foist",1018,"watt","Early"
"fold",1303,"pall","Early"
"folk",518,"watt","Early"
"fond",127,"and","Early"
"font",75,"hot","Early"
"food",345,"watt","Early"
"fool",153,"put","Early"
"foot",33,"watt","Early"
"for",111,"wash","Early"
"ford",1223,"pall","Early"
"fore",153,"wash","Early"
"forge",876,"watch","Early"
"fork",1335,"hoc","Early"
"form",1020,"thumb","Early"
"fort",1220,"hot","Early"
"forth",935,"hush","Early"
"fought",106,"hot","Early"
"foul",287,"hot","Early"
"found",593,"and","Early"
"four",573,"wash","Early"
"fourth",814,"hush","Early"
"fowl",367,"put","Early"
"fox",81,"thick","Early"
"frail",2195,"shit","Early"
"frame",1978,"ship","Early"
"frank",2359,"chick","Early"
"fraud",2015,"shit","Early"
"fray",346,"shit","Early"
"freak",618,"chick","Early"
"free",8,"three","Early"
"freeze",1051,"shit","Early"
"freight",1796,"shit","Early"
"french",2408,"shut","Early"
"fresh",1043,"wish","Early"
"fret",1125,"shit","Early"
"friend",2494,"shin","Early"
"frieze",914,"shit","Early"
"fright",791,"shit","Early"
"frill",1012,"shill","Early"
"fringe",2119,"shin","Early"
"frock",356,"shock","Early"
"frog",727,"shock","Early"
"from",852,"shop","Early"
"front",2019,"shot","Early"
"frost",2007,"shot","Early"
"froth",1449,"shot","Early"
"frown",1673,"shot","Early"
"froze",2001,"shot","Early"
"fruit",1096,"shut","Early"
"fry",3,"three","Early"
"fuck",5,"puck","Early"
"fuel",2564,"whit","Early"
"full",37,"hull","Early"
"fun",5,"one","Early"
"fund",120,"and","Early"
"funk",246,"puck","Early"
"fuse",1968,"pus","Early"
"fuss",2,"pus","Early"
"fuzz",10,"pus","Early"
"gab",219,"cop","Early"
"gage",1042,"kit","Early"
"gain",652,"kit","Early"
"gait",455,"kit","Early"
"gal",185,"caught","Early"
"gale",568,"kiss","Early"
"game",680,"kiss","Early"
"gang",494,"kit","Early"
"gap",22,"cop","Early"
"garb",1457,"cop","Early"
"gas",25,"kiss","Early"
"gash",8,"cache","Early"
"gasp",354,"kiss","Early"
"gate",489,"kit","Early"
"gauche",906,"pitch","Early"
"gauge",1083,"kiss","Early"
"gaunt",1339,"kiss","Early"
"gauze",734,"kiss","Early"
"gave",858,"kiss","Early"
"gaze",653,"kiss","Early"
"geese",19,"kiss","Early"
"gel",720,"kit","Early"
"gem",613,"tip","Early"
"gene",315,"kiss","Early"
"germ",645,"cup","Early"
"get",294,"kit","Early"
"ghost",1256,"hot","Early"
"gift",207,"kiss","Early"
"gig",79,"kick","Early"
"gill",7,"kill","Early"
"gilt",378,"kit","Early"
"gin",73,"kin","Early"
"gird",635,"caught","Early"
"girl",277,"cull","Early"
"girth",119,"gush","Early"
"give",48,"pith","Early"
"glad",871,"lot","Early"
"glance",1566,"tin","Early"
"glare",2194,"lot","Early"
"glass",305,"lass","Early"
"glaze",1472,"lit","Early"
"gleam",572,"lip","Early"
"glean",793,"lit","Early"
"glee",5,"lit","Early"
"glen",1178,"tin","Early"
"glib",143,"lip","Early"
"glide",729,"lit","Early"
"glimpse",1351,"limb","Early"
"glint",841,"sit","Early"
"glitch",146,"lit","Early"
"gloat",986,"lot","Early"
"globe",1492,"top","Early"
"gloom",1168,"top","Early"
"gloss",648,"lot","Early"
"glove",679,"lop","Early"
"glow",8,"claw","Early"
"glue",20,"glee","Early"
"glum",67,"some","Early"
"gnome",481,"top","Early"
"goad",723,"caught","Early"
"goal",723,"caught","Early"
"goat",432,"caught","Early"
"gob",41,"cop","Early"
"god",54,"caught","Early"
"gold",1794,"caught","Early"
"golf",1058,"caught","Early"
"gone",550,"caught","Early"
"gong",890,"caught","Early"
"good",265,"caught","Early"
"goon",520,"kit","Early"
"goose",155,"kiss","Early"
"gore",665,"posh","Early"
"gorge",1688,"touch","Early"
"gosh",2,"posh","Early"
"got",8,"caught","Early"
"gouge",451,"caught","Early"
"gourd",2176,"caught","Early"
"gout",83,"caught","Early"
"gown",313,"caught","Early"
"grab",986,"chip","Early"
"grace",1562,"shit","Early"
"grad",1507,"shot","Early"
"grade",2221,"shit","Early"
"graft",1482,"pith","Early"
"grail",2015,"shit","Early"
"grain",1792,"shit","Early"
"gram",611,"shim","Early"
"grand",2310,"ant","Early"
"grant",1964,"shit","Early"
"graph",883,"chop","Early"
"grasp",1394,"ask","Early"
"grate",1592,"shit","Early"
"grave",1929,"chip","Early"
"gray",74,"shit","Early"
"graze",1812,"shit","Early"
"grease",205,"piss","Early"
"great",1423,"shit","Early"
"greed",1073,"shit","Early"
"green",970,"shit","Early"
"greet",292,"shit","Early"
"grew",51,"glee","Early"
"grey",197,"glee","Early"
"grief",41,"writhe","Early"
"grille",932,"chill","Early"
"grim",75,"shim","Early"
"grime",489,"shim","Early"
"grin",417,"chin","Early"
"grind",2267,"chin","Early"
"grip",28,"rip","Early"
"gripe",179,"chip","Early"
"grist",568,"piss","Early"
"grit",118,"shit","Early"
"groan",1798,"shot","Early"
"groat",1059,"shot","Early"
"groin",2133,"shit","Early"
"groom",1322,"chop","Early"
"groove",1159,"chip","Early"
"grope",1021,"chop","Early"
"gross",1582,"piss","Early"
"grouch",841,"shot","Early"
"ground",2364,"shot","Early"
"group",941,"chop","Early"
"grouse",471,"kiss","Early"
"grove",1717,"sheath","Early"
"grow",7,"crow","Early"
"growl",1618,"shot","Early"
"grown",1290,"shot","Early"
"growth",298,"claw","Early"
"grub",297,"chop","Early"
"grudge",1044,"shut","Early"
"grunt",1059,"shut","Early"
"guess",302,"kiss","Early"
"guest",835,"kiss","Early"
"guide",319,"kit","Early"
"guild",972,"cut","Early"
"guile",304,"kiss","Early"
"guilt",596,"cut","Early"
"guise",311,"kiss","Early"
"gull",3,"cull","Early"
"gulp",274,"cut","Early"
"gum",5,"come","Early"
"gun",7,"cut","Early"
"gush",2,"pus","Early"
"gut",6,"cut","Early"
"gyp",40,"tip","Early"
"hack",4,"hoc","Early"
"had",55,"hot","Early"
"hag",69,"hoc","Early"
"hail",285,"hit","Early"
"hale",177,"hiss","Early"
"half",60,"hiss","Early"
"hall",52,"hill","Early"
"ham",14,"hip","Early"
"hand",416,"hot","Early"
"hang",102,"hot","Early"
"hank",407,"hoc","Early"
"hard",316,"hot","Early"
"hare",185,"hitch","Early"
"hark",548,"hoc","Early"
"harm",319,"hull","Early"
"harp",192,"hop","Early"
"harsh",431,"hush","Early"
"hart",370,"hot","Early"
"has",37,"hiss","Early"
"hash",1,"hash","Early"
"haste",613,"hiss","Early"
"hat",5,"hot","Early"
"hatch",2,"hitch","Early"
"hath",24,"hot","Early"
"haul",425,"hit","Early"
"haunt",869,"hiss","Early"
"have",122,"hiss","Early"
"hawk",147,"hoc","Early"
"haze",245,"hiss","Early"
"head",232,"hit","Early"
"heal",34,"hit","Early"
"health",334,"hut","Early"
"heap",8,"hip","Early"
"heard",390,"hitch","Early"
"hearse",156,"hush","Early"
"heart",671,"hitch","Early"
"hearth",181,"hush","Early"
"heat",7,"hit","Early"
"heave",43,"hiss","Early"
"hedge",301,"hit","Early"
"heed",75,"hit","Early"
"heel",56,"hit","Early"
"held",903,"hot","Early"
"hell",26,"hill","Early"
"helm",1147,"hum","Early"
"help",681,"hit","Early"
"hem",121,"hip","Early"
"hen",132,"hit","Early"
"hence",597,"hiss","Early"
"here",177,"hush","Early"
"hex",318,"hick","Early"
"hick",1,"hick","Early"
"hid",9,"hit","Early"
"hide",32,"hit","Early"
"hike",23,"hick","Early"
"hill",1,"hill","Early"
"hilt",112,"hit","Early"
"him",1,"him","Early"
"hind",352,"thin","Early"
"hinge",374,"thin","Early"
"hint",42,"hit","Early"
"hire",470,"hitch","Early"
"his",8,"hiss","Early"
"hiss",1,"hiss","Early"
"hit",1,"hit","Early"
"hitch",1,"hitch","Early"
"hive",45,"hiss","Early"
"hoarse",261,"hush","Early"
"hoc",2,"hot","Early"
"hog",13,"hoc","Early"
"hold",1161,"hot","Early"
"hole",3,"hot","Early"
"home",189,"hop","Early"
"hone",194,"hot","Early"
"hooch",36,"hitch","Early"
"hood",61,"hot","Early"
"hoof",74,"hip","Early"
"hook",11,"hoc","Early"
"hoop",44,"hop","Early"
"hoot",49,"hot","Early"
"hop",1,"hop","Early"
"hope",114,"hop","Early"
"horn",1186,"hull","Early"
"horse",1090,"hush","Early"
"hose",183,"hiss","Early"
"host",522,"hot","Early"
"hot",1,"hot","Early"
"hound",519,"hot","Early"
"house",5,"hiss","Early"
"howl",130,"hot","Early"
"hub",5,"sup","Early"
"huck",1,"huck","Early"
"hue",691,"hit","Early"
"huff",1,"huff","Early"
"hug",8,"huck","Early"
"huge",1873,"huck","Early"
"hulk",184,"hut","Early"
"hull",1,"hull","Early"
"hum",1,"hum","Early"
"hump",10,"hum","Early"
"hunch",54,"hut","Early"
"hung",19,"hut","Early"
"hunk",170,"huck","Early"
"hunt",30,"hut","Early"
