"word","nearest_phon_rank","nearest_phon","stage"
"bide",2,"bid","Late"
"bike",1,"bike","Late"
"bile",2,"bill","Late"
"bill",1,"bill","Late"
"bin",2,"been","Late"
"bind",1,"bind","Late"
"bing",1,"bing","Late"
"binge",1,"binge","Late"
"birch",1,"birch","Late"
"bird",1,"bird","Late"
"birth",2,"berth","Late"
"bit",1,"bit","Late"
"bitch",1,"bitch","Late"
"bite",2,"bit","Late"
"black",1,"black","Late"
"blame",1,"blame","Late"
"blanch",2,"plan","Late"
"bland",1,"bland","Late"
"blank",1,"blank","Late"
"blast",1,"blast","Late"
"blaze",1,"blaze","Late"
"bleak",1,"bleak","Late"
"bleed",1,"bleed","Late"
"bleep",1,"bleep","Late"
"blend",1,"blend","Late"
"bless",1,"bless","Late"
"blew",1,"blew","Late"
"blight",1,"blight","Late"
"blimp",3,"limb","Late"
"blind",1,"blind","Late"
"bliss",1,"bliss","Late"
"blitz",5,"bliss","Late"
"bloat",1,"bloat","Late"
"blob",1,"blob","Late"
"bloc",2,"blot","Late"
"block",2,"bloc","Late"
"bloke",1,"bloke","Late"
"blond",1,"blond","Late"
"blood",6,"blot","Late"
"blot",1,"blot","Late"
"blouse",1,"blouse","Late"
"blow",1,"blow","Late"
"blue",2,"blew","Late"
"bluff",1,"bluff","Late"
"blunt",1,"blunt","Late"
"blur",1,"blur","Late"
"blush",1,"blush","Late"
"boar",2,"bar","Late"
"board",9,"par","Late"
"boast",1,"boast","Late"
"boat",1,"boat","Late"
"bob",1,"bob","Late"
"bog",1,"bog","Late"
"boil",3,"bowl","Late"
"bomb",1,"bomb","Late"
"bond",1,"bond","Late"
"bone",1,"bone","Late"
"bong",1,"bong","Late"
"book",1,"book","Late"
"boom",1,"boom","Late"
"boon",1,"boon","Late"
"boost",1,"boost","Late"
"booth",1,"booth","Late"
"booze",1,"booze","Late"
"bop",1,"bop","Late"
"bore",2,"boar","Late"
"born",1,"born","Late"
"borne",2,"born","Late"
"boss",1,"boss","Late"
"both",12,"boss","Late"
"bought",1,"bought","Late"
"bounce",1,"bounce","Late"
"bound",1,"bound","Late"
"bout",1,"bout","Late"
"box",1,"box","Late"
"brace",1,"brace","Late"
"brad",1,"brad","Late"
"brag",1,"brag","Late"
"braid",1,"braid","Late"
"brain",1,"brain","Late"
"brake",1,"brake","Late"
"bran",1,"bran","Late"
"branch",1,"branch","Late"
"brand",1,"brand","Late"
"brash",1,"brash","Late"
"brass",1,"brass","Late"
"brat",1,"brat","Late"
"brawl",1,"brawl","Late"
"brawn",1,"brawn","Late"
"breach",1,"breach","Late"
"bread",2,"breed","Late"
"breadth",6,"bread","Late"
"break",7,"brick","Late"
"breast",1,"breast","Late"
"breath",7,"breathe","Late"
"breathe",1,"breathe","Late"
"breed",1,"breed","Late"
"breeze",1,"breeze","Late"
"brew",1,"brew","Late"
"bribe",1,"bribe","Late"
"bride",1,"bride","Late"
"bridge",1,"bridge","Late"
"brief",1,"brief","Late"
"brig",1,"brig","Late"
"bright",1,"bright","Late"
"brim",1,"brim","Late"
"bring",1,"bring","Late"
"brink",1,"brink","Late"
"brisk",1,"brisk","Late"
"broach",1,"broach","Late"
"broad",1,"broad","Late"
"broil",2,"brawl","Late"
"broke",1,"broke","Late"
"brooch",1,"brooch","Late"
"brood",1,"brood","Late"
"brook",1,"brook","Late"
"broth",2,"brew","Late"
"brought",1,"brought","Late"
"brow",21,"brew","Late"
"brown",11,"prone","Late"
"brunt",1,"brunt","Late"
"brush",1,"brush","Late"
"brute",1,"brute","Late"
"buck",1,"buck","Late"
"bud",1,"bud","Late"
"budge",1,"budge","Late"
"buff",1,"buff","Late"
"bug",2,"buck","Late"
"build",2,"bill","Late"
"bulge",1,"bulge","Late"
"bulk",1,"bulk","Late"
"bull",4,"ball","Late"
"bum",1,"bum","Late"
"bump",1,"bump","Late"
"bun",1,"bun","Late"
"bunch",1,"bunch","Late"
"bunk",1,"bunk","Late"
"bunt",1,"bunt","Late"
"burl",1,"burl","Late"
"burn",1,"burn","Late"
"burst",1,"burst","Late"
"bush",8,"buss","Late"
"buss",1,"buss","Late"
"bust",1,"bust","Late"
"but",1,"but","Late"
"butt",2,"but","Late"
"butte",1248,"but","Late"
"buzz",1,"buzz","Late"
"cab",1,"cab","Late"
"cache",1,"cache","Late"
"cad",1,"cad","Late"
"cake",1,"cake","Late"
"calf",4,"cap","Late"
"call",1,"call","Late"
"calm",1,"calm","Late"
"cam",1,"cam","Late"
"camp",1,"camp","Late"
"can",1,"can","Late"
"cap",1,"cap","Late"
"cape",2,"keep","Late"
"car",1,"car","Late"
"card",1,"card","Late"
"care",2,"car","Late"
"cart",1,"cart","Late"
"carve",6,"car","Late"
"case",1,"case","Late"
"cash",2,"cache","Late"
"cast",1,"cast","Late"
"caste",2,"cast","Late"
"cat",1,"cat","Late"
"catch",1,"catch","Late"
"caught",1,"caught","Late"
"cause",2,"kiss","Late"
"cave",1,"cave","Late"
"cease",6,"peace","Late"
"cell",4,"tell","Late"
"cent",5,"tent","Late"
"chafe",1,"chafe","Late"
"chain",1,"chain","Late"
"chaise",2,"chase","Late"
"chalk",1,"chalk","Late"
"champ",1,"champ","Late"
"chance",1,"chance","Late"
"change",25,"chin","Late"
"chant",3,"ant","Late"
"char",1,"char","Late"
"charge",4,"char","Late"
"charm",2,"arm","Late"
"chart",2,"art","Late"
"chase",1,"chase","Late"
"chat",1,"chat","Late"
"cheap",1,"cheap","Late"
"cheat",1,"cheat","Late"
"check",1,"check","Late"
"cheek",1,"cheek","Late"
"cheer",1,"cheer","Late"
"chef",2,"chief","Late"
"chess",1,"chess","Late"
"chest",1,"chest","Late"
"chic",18,"chick","Late"
"chick",1,"chick","Late"
"chide",1,"chide","Late"
"chief",1,"chief","Late"
"child",1,"child","Late"
"chill",1,"chill","Late"
"chime",1,"chime","Late"
"chip",1,"chip","Late"
"choice",1,"choice","Late"
"choir",754,"chore","Late"
"choke",1,"choke","Late"
"chomp",1,"chomp","Late"
"choose",1,"choose","Late"
"chop",1,"chop","Late"
"chord",14,"art","Late"
"chore",1,"chore","Late"
"christ",6,"wrist","Late"
"chrome",1,"chrome","Late"
"chuck",1,"chuck","Late"
"chum",1,"chum","Late"
"chump",1,"chump","Late"
"chunk",1,"chunk","Late"
"church",1,"church","Late"
"churn",1,"churn","Late"
"chute",3,"shit","Late"
"cinch",9,"inch","Late"
"cite",9,"kit","Late"
"clad",1,"clad","Late"
"claim",1,"claim","Late"
"clam",1,"clam","Late"
"clamp",1,"clamp","Late"
"clan",1,"clan","Late"
"clang",1,"clang","Late"
"clap",1,"clap","Late"
"clash",1,"clash","Late"
"clause",22,"class","Late"
"claw",2,"clue","Late"
"clay",1,"clay","Late"
"clean",1,"clean","Late"
"clear",1,"clear","Late"
"cleat",1,"cleat","Late"
"cleft",1,"cleft","Late"
"clerk",1,"clerk","Late"
"click",1,"click","Late"
"cliff",1,"cliff","Late"
"climb",3,"limb","Late"
"clinch",1,"clinch","Late"
"cling",1,"cling","Late"
"clip",1,"clip","Late"
"cloak",1,"cloak","Late"
"clock",1,"clock","Late"
"clog",1,"clog","Late"
"close",1,"close","Late"
"clot",1,"clot","Late"
"cloth",5,"claw","Late"
"clothe",3,"cloth","Late"
"cloud",1,"cloud","Late"
"clout",1,"clout","Late"
"clown",11,"loan","Late"
"club",1,"club","Late"
"cluck",1,"cluck","Late"
"clue",1,"clue","Late"
"clump",1,"clump","Late"
"clung",1,"clung","Late"
"clutch",1,"clutch","Late"
"coach",1,"coach","Late"
"coal",1,"coal","Late"
"coarse",1,"coarse","Late"
"coast",1,"coast","Late"
"coat",1,"coat","Late"
"coax",10,"coke","Late"
"cock",1,"cock","Late"
"cod",1,"cod","Late"
"coil",3,"coal","Late"
"coin",2,"cone","Late"
"coke",1,"coke","Late"
"cold",1,"cold","Late"
"cole",2,"coal","Late"
"comb",5,"calm","Late"
"come",15,"comb","Late"
"cool",1,"cool","Late"
"coop",1,"coop","Late"
"cop",1,"cop","Late"
"cope",1,"cope","Late"
"cord",2,"chord","Late"
"cork",8,"car","Late"
"corn",1,"corn","Late"
"corpse",1,"corpse","Late"
"cost",1,"cost","Late"
"cot",2,"caught","Late"
"couch",1,"couch","Late"
"cough",6,"catch","Late"
"could",3,"cod","Late"
"count",1,"count","Late"
"coupe",4,"cop","Late"
"course",4,"core","Late"
"court",3,"cart","Late"
"cove",1,"cove","Late"
"cowl",46,"coal","Late"
"cox",1,"cox","Late"
"crab",1,"crab","Late"
"crack",1,"crack","Late"
"craft",1,"craft","Late"
"cram",1,"cram","Late"
"cramp",1,"cramp","Late"
"crane",1,"crane","Late"
"crank",2,"rang","Late"
"crap",1,"crap","Late"
"crash",1,"crash","Late"
"crass",1,"crass","Late"
"crate",1,"crate","Late"
"crave",1,"crave","Late"
"crawl",1,"crawl","Late"
"craze",1,"craze","Late"
"creak",1,"creak","Late"
"cream",1,"cream","Late"
"crease",1,"crease","Late"
"creche",1,"creche","Late"
"creed",1,"creed","Late"
"creek",2,"creak","Late"
"creep",1,"creep","Late"
"crepe",3,"creep","Late"
"crept",1,"crept","Late"
"crest",1,"crest","Late"
"crew",1,"crew","Late"
"crib",1,"crib","Late"
"crime",1,"crime","Late"
"crisp",1,"crisp","Late"
"crone",1,"crone","Late"
"crook",1,"crook","Late"
"croon",1,"croon","Late"
"crop",1,"crop","Late"
"cross",1,"cross","Late"
"crouch",1,"crouch","Late"
"crow",1,"crow","Late"
"crowd",39,"crow","Late"
"crown",19,"crone","Late"
"crude",1,"crude","Late"
"cruise",4,"crease","Late"
"crumb",1,"crumb","Late"
"crunch",1,"crunch","Late"
"crush",1,"crush","Late"
"crust",1,"crust","Late"
"crutch",1,"crutch","Late"
"crux",1,"crux","Late"
"cry",1,"cry","Late"
"crypt",1,"crypt","Late"
"cub",1,"cub","Late"
"cube",138,"cub","Late"
"cue",49,"coop","Late"
"cuff",1,"cuff","Late"
"cull",1,"cull","Late"
"cult",1,"cult","Late"
"cup",1,"cup","Late"
"curb",1,"curb","Late"
"curd",1,"curd","Late"
"cure",270,"core","Late"
"curse",1,"curse","Late"
"curt",1,"curt","Late"
"curve",1,"curve","Late"
"cusp",1,"cusp","Late"
"cut",1,"cut","Late"
"cute",118,"kit","Late"
"cyst",3,"oust","Late"
"czar",1,"czar","Late"
"dad",1,"dad","Late"
"dale",1,"dale","Late"
"dam",1,"dam","Late"
"dame",1,"dame","Late"
"damn",2,"dam","Late"
"damp",1,"damp","Late"
"dang",1,"dang","Late"
"dank",2,"tank","Late"
"dare",1,"dare","Late"
"darn",2,"tar","Late"
"dash",1,"dash","Late"
"date",1,"date","Late"
"daunt",20,"dint","Late"
"dawn",1,"dawn","Late"
"dead",2,"deed","Late"
"deaf",3,"teeth","Late"
"dealt",1,"dealt","Late"
"dean",1,"dean","Late"
"dear",1,"dear","Late"
"dearth",37,"tear","Late"
"debt",1,"debt","Late"
"deck",2,"tech","Late"
"deed",1,"deed","Late"
"deem",1,"deem","Late"
"deep",1,"deep","Late"
"deer",2,"dear","Late"
"deft",2,"death","Late"
"dell",1,"dell","Late"
"den",1,"den","Late"
"dense",1,"dense","Late"
"dent",1,"dent","Late"
"depth",8,"deaf","Late"
"dial",476,"dill","Late"
"dice",1,"dice","Late"
"dick",1,"dick","Late"
"did",1,"did","Late"
"dig",1,"dig","Late"
"dike",2,"dick","Late"
"dill",1,"dill","Late"
"dim",1,"dim","Late"
"dime",2,"dim","Late"
"din",1,"din","Late"
"dine",1,"dine","Late"
"dint",1,"dint","Late"
"dip",1,"dip","Late"
"dire",3,"dear","Late"
"dirge",1,"dirge","Late"
"dirt",1,"dirt","Late"
"disc",1,"disc","Late"
"dish",1,"dish","Late"
"disk",2,"disc","Late"
"ditch",1,"ditch","Late"
"dive",1,"dive","Late"
"dock",1,"dock","Late"
"dodge",1,"dodge","Late"
"dole",1,"dole","Late"
"doll",2,"tall","Late"
"dome",1,"dome","Late"
"doom",1,"doom","Late"
"door",1,"door","Late"
"dope",1,"dope","Late"
"dorm",1,"dorm","Late"
"dose",1,"dose","Late"
"dost",1,"dost","Late"
"dot",1,"dot","Late"
"doubt",1,"doubt","Late"
"dour",22,"tar","Late"
"douse",1,"douse","Late"
"dove",1,"dove","Late"
"down",21,"dawn","Late"
"drab",1,"drab","Late"
"draft",1,"draft","Late"
"drag",5,"track","Late"
"drain",1,"drain","Late"
"drake",1,"drake","Late"
"dram",1,"dram","Late"
"drank",1,"drank","Late"
"drape",1,"drape","Late"
"draw",2,"drew","Late"
"drawl",1,"drawl","Late"
"drawn",1,"drawn","Late"
"dread",1,"dread","Late"
"dream",1,"dream","Late"
"dreamt",2,"dream","Late"
"dress",1,"dress","Late"
"drew",2,"draw","Late"
"drill",1,"drill","Late"
"drink",1,"drink","Late"
"drip",1,"drip","Late"
"drone",1,"drone","Late"
"droop",4,"troop","Late"
"drop",1,"drop","Late"
"dross",1,"dross","Late"
"drove",1,"drove","Late"
"drown",28,"drone","Late"
"drum",1,"drum","Late"
"drunk",1,"drunk","Late"
"dry",1,"dry","Late"
"duct",9,"duck","Late"
"dud",1,"dud","Late"
"dug",1,"dug","Late"
"duke",2,"dick","Late"
"dumb",1,"dumb","Late"
"dump",1,"dump","Late"
"dun",1,"dun","Late"
"dune",16,"dun","Late"
"dung",1,"dung","Late"
"dunk",1,"dunk","Late"
"dusk",1,"dusk","Late"
"dust",1,"dust","Late"
"dwarf",131,"war","Late"
"dwell",1,"dwell","Late"
"dwelt",2,"dwell","Late"
"dyke",2,"dike","Late"
"east",1,"east","Late"
"eighth",1,"eighth","Late"
"elk",1,"elk","Late"
"elm",1,"elm","Late"
"else",1,"else","Late"
"end",1,"end","Late"
"face",1,"face","Late"
"fact",2,"fat","Late"
"fad",1,"fad","Late"
"fade",1,"fade","Late"
"fail",1,"fail","Late"
"faint",1,"faint","Late"
"fair",5,"fear","Late"
"fake",1,"fake","Late"
"fall",1,"fall","Late"
"false",3,"feel","Late"
"fame",1,"fame","Late"
"fan",1,"fan","Late"
"fang",1,"fang","Late"
"far",1,"far","Late"
"farce",2,"far","Late"
"fare",3,"far","Late"
"farm",1,"farm","Late"
"fast",1,"fast","Late"
"fat",1,"fat","Late"
"fate",1,"fate","Late"
"fault",3,"fall","Late"
"fawn",1,"fawn","Late"
"faze",1,"faze","Late"
"fear",1,"fear","Late"
"feast",1,"feast","Late"
"feat",1,"feat","Late"
"feel",1,"feel","Late"
"feet",2,"feat","Late"
"feint",2,"faint","Late"
"fell",1,"fell","Late"
"fen",1,"fen","Late"
"fence",1,"fence","Late"
"fern",7,"fell","Late"
"fetch",1,"fetch","Late"
"fete",10,"feat","Late"
"feud",1485,"shed","Late"
"few",5,"thought","Late"
"fiend",1,"fiend","Late"
"fierce",1,"fierce","Late"
"fife",1,"fife","Late"
"fifth",1,"fifth","Late"
"fig",1,"fig","Late"
"fight",1,"fight","Late"
"file",4,"fill","Late"
"fill",1,"fill","Late"
"film",5,"fin","Late"
"filth",1,"filth","Late"
"fin",1,"fin","Late"
"find",1,"find","Late"
"fine",2,"fin","Late"
"fink",1,"fink","Late"
"fire",2,"fear","Late"
"firm",1,"firm","Late"
"first",1,"first","Late"
"fish",1,"fish","Late"
"fist",1,"fist","Late"
"fit",1,"fit","Late"
"five",1,"five","Late"
"fix",1,"fix","Late"
"flag",1,"flag","Late"
"flail",1,"flail","Late"
"flair",1,"flair","Late"
"flake",1,"flake","Late"
"flame",1,"flame","Late"
"flange",1,"flange","Late"
"flank",1,"flank","Late"
"flare",2,"flair","Late"
"flask",2,"flat","Late"
"flat",1,"flat","Late"
"flaw",1,"flaw","Late"
"flax",2,"lax","Late"
"flay",1,"flay","Late"
"flea",1,"flea","Late"
"fleck",1,"fleck","Late"
"flee",2,"flea","Late"
"fleet",1,"fleet","Late"
"flesh",1,"flesh","Late"
"flew",2,"flaw","Late"
"flex",1,"flex","Late"
"flick",1,"flick","Late"
"flight",1,"flight","Late"
"fling",1,"fling","Late"
"flint",1,"flint","Late"
"flip",1,"flip","Late"
"flirt",1,"flirt","Late"
"float",1,"float","Late"
"flock",1,"flock","Late"
"flog",1,"flog","Late"
"flood",8,"flute","Late"
"floor",1,"floor","Late"
"flop",1,"flop","Late"
"flour",8,"floor","Late"
"flow",1,"flow","Late"
"flown",1,"flown","Late"
"flu",10,"flush","Late"
"fluff",1,"fluff","Late"
"fluke",1,"fluke","Late"
"flung",1,"flung","Late"
"flush",1,"flush","Late"
"flute",1,"flute","Late"
"flux",1,"flux","Late"
"fly",1,"fly","Late"
"foal",1,"foal","Late"
"foam",1,"foam","Late"
"fog",1,"fog","Late"
"foil",4,"foal","Late"
"foist",1,"foist","Late"
"fold",1,"fold","Late"
"folk",9,"full","Late"
"fond",1,"fond","Late"
"font",1,"font","Late"
"food",1,"food","Late"
"fool",1,"fool","Late"
"foot",1,"foot","Late"
"for",1,"for","Late"
"ford",1,"ford","Late"
"fore",2,"for","Late"
"forge",4,"for","Late"
"fork",6,"far","Late"
"form",1,"form","Late"
"fort",1,"fort","Late"
"forth",7,"far","Late"
"fought",1,"fought","Late"
"foul",5,"foal","Late"
"found",1,"found","Late"
"four",4,"far","Late"
"fourth",5,"for","Late"
"fowl",70,"foal","Late"
"fox",1,"fox","Late"
"frail",1,"frail","Late"
"frame",1,"frame","Late"
"frank",1,"frank","Late"
"fraud",7,"fret","Late"
"fray",1,"fray","Late"
"freak",1,"freak","Late"
"free",1,"free","Late"
"freeze",1,"freeze","Late"
"freight",1,"freight","Late"
"french",2,"wren","Late"
"fresh",1,"fresh","Late"
"fret",1,"fret","Late"
"friend",6,"print","Late"
"frieze",2,"freeze","Late"
"fright",2,"fry","Late"
"frill",1,"frill","Late"
"fringe",1,"fringe","Late"
"frock",1,"frock","Late"
"frog",2,"frock","Late"
"from",1,"from","Late"
"front",2,"runt","Late"
"frost",1,"frost","Late"
"froth",5,"frock","Late"
"frown",16,"throne","Late"
"froze",1,"froze","Late"
"fruit",1,"fruit","Late"
"fry",1,"fry","Late"
"fuck",1,"fuck","Late"
"fuel",1483,"fool","Late"
"full",2,"fall","Late"
"fun",1,"fun","Late"
"fund",1,"fund","Late"
"funk",1,"funk","Late"
"fuse",93,"whoosh","Late"
"fuss",1,"fuss","Late"
"fuzz",1,"fuzz","Late"
"gab",1,"gab","Late"
"gage",1,"gage","Late"
"gain",1,"gain","Late"
"gait",1,"gait","Late"
"gal",1,"gal","Late"
"gale",1,"gale","Late"
"game",1,"game","Late"
"gang",2,"can","Late"
"gap",1,"gap","Late"
"garb",32,"car","Late"
"gas",1,"gas","Late"
"gash",1,"gash","Late"
"gasp",1,"gasp","Late"
"gate",2,"gait","Late"
"gauche",313,"catch","Late"
"gauge",26,"git","Late"
"gaunt",26,"cant","Late"
"gauze",16,"gas","Late"
"gave",1,"gave","Late"
"gaze",1,"gaze","Late"
"geese",1,"geese","Late"
"gel",4,"dell","Late"
"gem",1,"gem","Late"
"gene",1,"gene","Late"
"germ",3,"gum","Late"
"get",1,"get","Late"
"ghost",13,"host","Late"
"gift",1,"gift","Late"
"gig",1,"gig","Late"
"gill",1,"gill","Late"
"gilt",1,"gilt","Late"
"gin",8,"kin","Late"
"gird",1,"gird","Late"
"girl",1,"girl","Late"
"girth",1,"girth","Late"
"give",1,"give","Late"
"glad",1,"glad","Late"
"glance",3,"clan","Late"
"glare",1,"glare","Late"
"glass",1,"glass","Late"
"glaze",1,"glaze","Late"
"gleam",1,"gleam","Late"
"glean",1,"glean","Late"
"glee",1,"glee","Late"
"glen",1,"glen","Late"
"glib",1,"glib","Late"
"glide",1,"glide","Late"
"glimpse",1,"glimpse","Late"
"glint",1,"glint","Late"
"glitch",2,"glee","Late"
"gloat",1,"gloat","Late"
"globe",1,"globe","Late"
"gloom",1,"gloom","Late"
"gloss",1,"gloss","Late"
"glove",6,"clove","Late"
"glow",1,"glow","Late"
"glue",1,"glue","Late"
"glum",1,"glum","Late"
"gnome",1,"gnome","Late"
"goad",1,"goad","Late"
"goal",1,"goal","Late"
"goat",1,"goat","Late"
"gob",1,"gob","Late"
"god",1,"god","Late"
"gold",2,"cold","Late"
"golf",13,"call","Late"
"gone",2,"cone","Late"
"gong",4,"gun","Late"
"good",1,"good","Late"
"goon",1,"goon","Late"
"goose",1,"goose","Late"
"gore",1,"gore","Late"
"gorge",12,"car","Late"
"gosh",1,"gosh","Late"
"got",1,"got","Late"
"gouge",4,"gosh","Late"
"gourd",411,"car","Late"
"gout",1,"gout","Late"
"gown",18,"gone","Late"
"grab",1,"grab","Late"
"grace",3,"gray","Late"
"grad",1,"grad","Late"
"grade",1,"grade","Late"
"graft",1,"graft","Late"
"grail",1,"grail","Late"
"grain",1,"grain","Late"
"gram",1,"gram","Late"
"grand",1,"grand","Late"
"grant",1,"grant","Late"
"graph",1,"graph","Late"
"grasp",1,"grasp","Late"
"grate",1,"grate","Late"
"grave",1,"grave","Late"
"gray",1,"gray","Late"
"graze",1,"graze","Late"
"grease",1,"grease","Late"
"great",6,"greet","Late"
"greed",1,"greed","Late"
"green",1,"green","Late"
"greet",1,"greet","Late"
"grew",1,"grew","Late"
"grey",2,"gray","Late"
"grief",1,"grief","Late"
"grille",1,"grille","Late"
"grim",1,"grim","Late"
"grime",2,"grim","Late"
"grin",1,"grin","Late"
"grind",1,"grind","Late"
"grip",1,"grip","Late"
"gripe",2,"grip","Late"
"grist",1,"grist","Late"
"grit",1,"grit","Late"
"groan",1,"groan","Late"
"groat",1,"groat","Late"
"groin",4,"grain","Late"
"groom",1,"groom","Late"
"groove",1,"groove","Late"
"grope",1,"grope","Late"
"gross",2,"cross","Late"
"grouch",1,"grouch","Late"
"ground",1,"ground","Late"
"group",3,"crop","Late"
"grouse",1,"grouse","Late"
"grove",1,"grove","Late"
"grow",1,"grow","Late"
"growl",49,"groan","Late"
"grown",2,"groan","Late"
"growth",1,"growth","Late"
"grub",1,"grub","Late"
"grudge",1,"grudge","Late"
"grunt",1,"grunt","Late"
"guess",2,"geese","Late"
"guest",5,"gust","Late"
"guide",1,"guide","Late"
"guild",4,"gilt","Late"
"guile",7,"gale","Late"
"guilt",3,"gull","Late"
"guise",8,"geese","Late"
"gull",1,"gull","Late"
"gulp",1,"gulp","Late"
"gum",1,"gum","Late"
"gun",1,"gun","Late"
"gush",1,"gush","Late"
"gut",1,"gut","Late"
"gyp",3,"type","Late"
"hack",1,"hack","Late"
"had",1,"had","Late"
"hag",1,"hag","Late"
"hail",1,"hail","Late"
"hale",2,"hail","Late"
"half",3,"hath","Late"
"hall",1,"hall","Late"
"ham",1,"ham","Late"
"hand",1,"hand","Late"
"hang",1,"hang","Late"
"hank",1,"hank","Late"
"hard",1,"hard","Late"
"hare",3,"here","Late"
"hark",1,"hark","Late"
"harm",1,"harm","Late"
"harp",1,"harp","Late"
"harsh",4,"hush","Late"
"hart",1,"hart","Late"
"has",1,"has","Late"
"hash",1,"hash","Late"
"haste",6,"hiss","Late"
"hat",1,"hat","Late"
"hatch",1,"hatch","Late"
"hath",2,"hash","Late"
"haul",22,"hill","Late"
"haunt",13,"hint","Late"
"have",5,"heave","Late"
"hawk",4,"hook","Late"
"haze",1,"haze","Late"
"head",3,"heed","Late"
"heal",1,"heal","Late"
"health",1,"health","Late"
"heap",1,"heap","Late"
"heard",32,"here","Late"
"hearse",44,"hare","Late"
"heart",8,"hare","Late"
"hearth",4,"hare","Late"
"heat",1,"heat","Late"
"heave",1,"heave","Late"
"hedge",1,"hedge","Late"
"heed",1,"heed","Late"
"heel",2,"heal","Late"
"held",2,"hell","Late"
"hell",1,"hell","Late"
"helm",4,"hen","Late"
"help",1,"help","Late"
"hem",1,"hem","Late"
"hen",1,"hen","Late"
"hence",2,"hen","Late"
"here",4,"hare","Late"
"hex",1,"hex","Late"
"hick",1,"hick","Late"
"hid",1,"hid","Late"
"hide",2,"hid","Late"
"hike",2,"hick","Late"
"hill",1,"hill","Late"
"hilt",1,"hilt","Late"
"him",1,"him","Late"
"hind",1,"hind","Late"
"hinge",1,"hinge","Late"
"hint",1,"hint","Late"
"hire",5,"here","Late"
"his",2,"hiss","Late"
"hiss",1,"hiss","Late"
"hit",1,"hit","Late"
"hitch",1,"hitch","Late"
"hive",1,"hive","Late"
"hoarse",1,"hoarse","Late"
"hoc",2,"hot","Late"
"hog",1,"hog","Late"
"hold",1,"hold","Late"
"hole",1,"hole","Late"
"home",1,"home","Late"
"hone",1,"hone","Late"
"hooch",1,"hooch","Late"
"hood",1,"hood","Late"
"hoof",1,"hoof","Late"
"hook",1,"hook","Late"
"hoop",1,"hoop","Late"
"hoot",1,"hoot","Late"
"hop",1,"hop","Late"
"hope",1,"hope","Late"
"horn",1,"horn","Late"
"horse",7,"whore","Late"
"hose",1,"hose","Late"
"host",1,"host","Late"
"hot",1,"hot","Late"
"hound",1,"hound","Late"
"house",1,"house","Late"
"howl",50,"hole","Late"
"hub",1,"hub","Late"
"huck",1,"huck","Late"
"hue",28,"chute","Late"
"huff",1,"huff","Late"
"hug",1,"hug","Late"
"huge",511,"should","Late"
"hulk",3,"hull","Late"
"hull",1,"hull","Late"
"hum",1,"hum","Late"
"hump",1,"hump","Late"
"hunch",1,"hunch","Late"
"hung",1,"hung","Late"
"hunk",1,"hunk","Late"
"hunt",1,"hunt","Late"
"hurl",1,"hurl","Late"
"hurt",1,"hurt","Late"
"hush",1,"hush","Late"
"hut",1,"hut","Late"
"hymn",2,"him","Late"
"inch",1,"inch","Late"
"ink",1,"ink","Late"
"jab",1,"jab","Late"
"jack",1,"jack","Late"
"jade",1,"jade","Late"
"jail",1,"jail","Late"
"jam",1,"jam","Late"
"jar",1,"jar","Late"
"jazz",1,"jazz","Late"
"jean",2,"gene","Late"
"jeep",1,"jeep","Late"
